phen_name	herb_name
Constipation	Chamaecrista mimosoides
Constipation	Orobanche coerulescens
Constipation	Olea europaea
Constipation	Aloe vera
Constipation	Psorospermum febrifugum
Constipation	Sus scrofa domesticus
Constipation	Magnolia officinalis
Constipation	Excoecaria agallocha
Constipation	Ipomoea batatas
Constipation	Euphorbia prolifera
Constipation	Citrullus lanatus subsp. vulgaris
Constipation	Senna obtusifolia
Constipation	Hernandia sonora
Constipation	Scrophularia ningpoensis
Constipation	Erysimum cheiri
Constipation	Rumex patientia
Constipation	Prunus persica
Constipation	Rumex acetosa
Constipation	Linaria vulgaris
Constipation	Perilla frutescens var. arguta
Constipation	Citrus trifoliata
Constipation	Rehmannia glutinosa
Constipation	Rhamnus cathartica
Constipation	Cannabis sativa
Constipation	Ficus carica
Constipation	Fallopia multiflora
Constipation	Brassica rapa subsp. oleifera
Constipation	Scaphium lychnophorum
Constipation	Tamarindus indica
Constipation	Rumex obtusifolius
Constipation	Linum usitatissimum
Constipation	Senna sophera
Constipation	Aloe arborescens var. natalensis
Constipation	Arthromeris mairei
Constipation	Aquilaria agallochum
Constipation	Prunus salicina
Constipation	Sesamum indicum
Constipation	Ipomoea aquatica
Constipation	Pinus koraiensis
Constipation	Rheum officinale
Constipation	Aleurites moluccanus
Constipation	Sophora flavescens
Constipation	Prunus armeniaca
Constipation	Prunus japonica
Constipation	Juglans regia
Constipation	Apis cerana
Constipation	Biancaea decapetala
Constipation	Passiflora edulis
Constipation	Triadica sebifera
Constipation	Sesamum indicum
Constipation	Ira
Constipation	Gleditsia japonica
Constipation	Anemarrhena asphodeloides
Constipation	Ovis aries
Constipation	Aquilaria agallochum
Constipation	Aquilaria sinensis
Constipation	Curcuma zedoaria
Constipation	Curcuma kwangsiensis
Constipation	Curcuma wenyujin
Constipation	Curcuma phaeocaulis
Constipation	Ipomoea nil
Constipation	Ipomoea purpurea
Constipation	Calomela
Constipation	Trichosanthes kirilowii
Constipation	Malva verticillata
Constipation	Helianthus annuus
Constipation	Rheum palmatum
Constipation	Raphanus sativus
Constipation	Homo sapiens
Constipation	Abutilon theophrasti
Constipation	Phytolacca acinosa
Constipation	Phytolacca americana
Constipation	halite metagenome
Constipation	Allium fistulosum
Constipation	Phelotrupes laevistriatus
Constipation	Euphorbia pekinensis
Constipation	Knoxia corymbosa
Constipation	Euphorbia esula
Constipation	Aloe
Constipation	Capra hircus
Constipation	Prunus humilis
Constipation	Prunus japonica
Constipation	Senna tora
Constipation	Senna obtusifolia
Constipation	Prunus mandshurica
Constipation	Trichosanthes cucumeroides
Constipation	Trichosanthes bracteata
Constipation	Trichosanthes truncata
Constipation	Xylotrupes
Constipation	Secale cereale
Constipation	Liriope muscari
Constipation	Ophiopogon japonicus
Constipation	Liriope spicata
Constipation	Torreya nucifera
Constipation	Torreya grandis
Constipation	Ovis
Constipation	Bubalus bubalis
Constipation	Citrus trifoliata
Constipation	Citrus aurantium
Constipation	Citrus sinensis
Constipation	Citrus natsudaidai
Constipation	Asparagus cochinchinensis
Constipation	Croton tiglium
Constipation	Rheum tanguticum
Constipation	Rheum undulatum
Constipation	Rheum coreanum
Constipation	Rheum officinale
Constipation	Rumex longifolius
Constipation	Magnolia officinalis
Constipation	Magnolia obovata
Constipation	Brassica rapa subsp. oleifera
Constipation	Amaranthus tricolor
Constipation	Bos taurus
Constipation	Ficus erecta
Constipation	Rumex japonicus
Constipation	Brassica rapa subsp. chinensis
Constipation	Aesa
Constipation	Sus scrofa domesticus
Constipation	Pinus koraiensis
Constipation	Vernicia fordii
Constipation	Ipomoea batatas
Constipation	Rhamnus taquetii
Constipation	Senna occidentalis
Constipation	Rumex crispus
Constipation	Catharsius
Constipation	Ricinus communis
Constipation	Brassica rapa
Constipation	Rhamnus davurica
Constipation	Tuber
Constipation	Iti
Constipation	Avena sativa
Constipation	Haliotis gigantea
Constipation	Haliotis diversicolor
Constipation	Cucumis melo
Constipation	Arachis hypogaea
Constipation	Spinacia oleracea
Constipation	Iris uniflora
Constipation	Prunus persica
Constipation	Luffa
Constipation	Haliotis asinina
Constipation	Bromus japonicus
Constipation	Glebionis coronaria
Constipation	Glycine max
Constipation	Prunus tomentosa
Constipation	Euphorbia prolifera
Constipation	Cis
Constipation	Vigna vexillata
Constipation	Rumex acetosa
Constipation	Catharsius molossus
Constipation	Zizania latifolia
Constipation	Abelmoschus manihot
Constipation	Croton
Constipation	Iti
Constipation	Ami
Constipation	Aloe
Constipation	Momordica
Constipation	Calomela
Constipation	Phyto
Constipation	Ula
Constipation	Aria
Constipation	Rheum officinale
Constipation	Citrus aurantium
Constipation	Tor
Constipation	Senna
Constipation	Plantago ovata
Constipation	Sterculia
Constipation	Senna
Constipation	Cortinarius coracis
Constipation	Calotropis procera
Constipation	Glycine max
Constipation	Morus
Constipation	Citrus
Constipation	Triticum aestivum
Constipation	Hordeum vulgare
Constipation	Cyamopsis tetragonoloba
Constipation	Rheum rhabarbarum
Constipation	Glycyrrhiza
Constipation	Sterculia urens
Constipation	Camellia sinensis
Constipation	Catha edulis
Constipation	Avena sativa
Constipation	Zea mays
Constipation	Onira
Constipation	Capsicum frutescens
Constipation	Oryza sativa
Constipation	Maranta arundinacea
Constipation	Prunus persica
Constipation	Zingiber officinale
Constipation	Fagopyrum esculentum
Constipation	Cribbea turbinispora
Constipation	Aa
Constipation	Myristica fragrans
Constipation	Haematococcus lacustris
Constipation	Rhizoclonium ramosum
Constipation	Scrophularia nodosa
Constipation	Scrophularia buergeriana
Constipation	Pisum sativum
Constipation	Persicaria maculosa
Constipation	Theobroma cacao
Constipation	Auricularia
Constipation	Frangula purshiana
Constipation	Linum usitatissimum
Constipation	Fumaria indica
Constipation	Hibiscus rosa-sinensis
Constipation	Secale cereale
Constipation	Indigofera
Constipation	Spinacia oleracea
Constipation	Beta vulgaris
Constipation	Calendula officinalis
Constipation	Amorphophallus konjac
Constipation	Gymnanthemum amygdalinum
Constipation	Areca catechu
Constipation	Saussurea costus
Constipation	Sesamum indicum
Constipation	Aloe vera
Constipation	Actinidia deliciosa
Constipation	Scrophularia
Constipation	Elettaria cardamomum
Constipation	Siraitia grosvenorii
Constipation	Syzygium aromaticum
Constipation	Nicotiana tabacum
Constipation	Bambusa
Constipation	Senna occidentalis
Constipation	Malus domestica
Constipation	Pyrus
Constipation	Serendipita herbamans
Constipation	Morinda morindoides
Constipation	Mareya micrantha
Constipation	Tamarindus indica
Constipation	Croton tiglium
Constipation	Pimpinella anisum
Constipation	Foeniculum vulgare
Constipation	Sambucus nigra
Constipation	Aloe ferox
Constipation	Inosperma lanatodiscum
Constipation	Areca
Constipation	Inula japonica
Constipation	Rheum palmatum
Constipation	Aquilaria sinensis
Constipation	Holarrhena pubescens
Constipation	Piper nigrum
Constipation	Lepidium sativum
Constipation	Prunus domestica
Constipation	Senna macranthera
Constipation	Ipomoea batatas
Constipation	Tricholoma bryogenum
Constipation	Gentiana straminea
Constipation	Gymnema sylvestre
Constipation	Vaccinium macrocarpon
Constipation	Victoria
Constipation	Swertia chirayita
Constipation	Ginkgo biloba
Constipation	Vinca
Constipation	Drimia indica
Constipation	Cistanche deserticola
Constipation	Ficus carica
Constipation	Cressa cretica
Constipation	Lens
Constipation	Ficus
Constipation	Fumaria parviflora
Constipation	Pleurotus tuber-regium
Constipation	Termitomyces microcarpus
Constipation	Calvatia cyathiformis
Constipation	Ganoderma lucidum
Constipation	Ganoderma resinaceum
Constipation	Cucumis melo
Constipation	Senna tora
Constipation	Cortinarius catharinae
Constipation	Aquilaria crassna
Constipation	Senna obtusifolia
Constipation	Solanum tuberosum
Constipation	Panax ginseng
Constipation	Guilandina bonduc
Constipation	Senna alata
Constipation	Phyllanthus emblica
Constipation	Prunus mume
Constipation	Carica papaya
Constipation	Stachytarpheta jamaicensis
Constipation	Musa x paradisiaca
Constipation	Euphorbia tithymaloides
Constipation	Plantago
Constipation	Conyza bonariensis
Constipation	Helianthus annuus
Constipation	Viola betonicifolia
Constipation	Ziziphus mucronata
Constipation	Berchemia discolor
Constipation	Dentipellis fragilis
Constipation	Oncophorus integerrimus
Constipation	Diospyros kaki
Constipation	Raphanus sativus
Constipation	Inocybe floccosibrunnea
Constipation	Polygonum cuspidatum
Constipation	Liriope muscari
Constipation	Leptactina platyphylla
Constipation	Malva neglecta
Constipation	Carissa carandas
Constipation	Singerocybe alboinfundibuliformis
Constipation	Aleurodiscus senticosus
Constipation	Lactarius rubrobrunneus
Constipation	Prunus armeniaca
Constipation	Olea
Constipation	Cassia sieberiana
Constipation	Senna alexandrina
Constipation	Ocimum basilicum
Constipation	Dendrobium candidum
Constipation	Boletus pinetorum
Constipation	Samadera indica
Constipation	Cichorium intybus
Constipation	Rhamnus davurica
Constipation	Cortinarius walkeri
Constipation	Frangula
Constipation	Descurainia sophia
Constipation	Anemarrhena
Constipation	Anemarrhena asphodeloides
Constipation	Leonotis leonurus
Constipation	Cissus quadrangularis
Constipation	Sauropus androgynus
Constipation	Mentha x piperita
Constipation	Melissa officinalis
Constipation	Gleditsia
Constipation	Morella serrata
Constipation	Terminalia chebula
Constipation	Withania somnifera
Constipation	Zantedeschia albomaculata
Constipation	Pluteus multiformis
Constipation	Atropa belladonna
Constipation	Ekimia ozcan-secmenii
Constipation	Dendrobium officinale
Constipation	Aralia cordata
Constipation	Malva sylvestris
Constipation	Chimonobambusa quadrangularis
Constipation	Portulaca oleracea
Constipation	Mitragyna speciosa
Constipation	Tomophagus cattienensis
Constipation	Kirkia acuminata
Constipation	Fallopia multiflora
Constipation	Sphenocentrum jollyanum
Constipation	Combretum indicum
Constipation	Angelica sinensis
Constipation	Trigonostemon reidioides
Constipation	Ulva
Constipation	Cannabis sativa
Constipation	Rosa canina
Constipation	Baccaurea ramiflora
Constipation	Cynomorium songaricum
Constipation	Entoloma griseorugulosum
Constipation	Plantago major
Constipation	Physostigma venenosum
Constipation	Hovenia dulcis
Constipation	Euphorbia lathyris
Constipation	Russula katarinae
Constipation	Citrus aurantium
Constipation	Mangifera indica
Constipation	Oroxylum indicum
Constipation	Paeonia emodi
Constipation	Phyllanthus
Constipation	Cistanche tubulosa
Constipation	Psoralea
Anxiety	Crocus sativus
Anxiety	Dioscorea esculenta
Anxiety	Ovis aries
Anxiety	Calotes versicolor
Anxiety	Platycladus orientalis
Anxiety	Haematococcus lacustris
Anxiety	Serendipita herbamans
Anxiety	Cannabis
Anxiety	Fomitiporia expansa
Anxiety	Cannabis sativa
Anxiety	Salvia
Anxiety	Cortinarius chrysomallus
Anxiety	Nicotiana tabacum
Anxiety	Beta
Anxiety	Cuviera semseii
Anxiety	Kraftionema allantoideum
Anxiety	Tomophagus cattienensis
Anxiety	Salvia sclarea
Anxiety	Pinellia
Anxiety	Cortinarius talimultiformis
Anxiety	Podoscypha parvula
Anxiety	Piper methysticum
Anxiety	Brassica napus
Anxiety	Aa
Anxiety	Cortinarius walkeri
Anxiety	Crocus sativus
Anxiety	Nerium oleander
Anxiety Disorders	Pleioblastus amarus
Anxiety Disorders	Oenanthe javanica
Anxiety Disorders	Cannabis
Anxiety Disorders	Nicotiana tabacum
Anxiety Disorders	Piper methysticum
Anxiety Disorders	Crataegus rhipidophylla
Anxiety Disorders	Centella asiatica
Anxiety Disorders	Melissa officinalis
Anxiety Disorders	Catha edulis
Anxiety Disorders	Marasmius calvocystidiatus
Anxiety Disorders	Cannabis sativa
Sense of smell impaired	Mentha x piperita
Sense of smell impaired	Inocybe favrei
Sense of smell impaired	Prunus persica
Sense of smell impaired	Cuviera semseii
Fatigue	Panax quinquefolius
Fatigue	Polygala fallax
Fatigue	Atractylodes lancea
Fatigue	Atractylodes chinensis
Fatigue	Atractylodes japonica
Fatigue	Nyctereutes procyonoides koreensis
Fatigue	Martes
Fatigue	Martes zibellina
Fatigue	Rehmannia glutinosa
Fatigue	Carpinus coreana
Fatigue	Canis lupus familiaris
Fatigue	Car
Fatigue	Vulpes vulpes
Fatigue	Ganoderma lucidum
Fatigue	Aria
Fatigue	Nicotiana tabacum
Fatigue	Cannabis sativa
Fatigue	Phleum pratense
Fatigue	Medicago sativa
Fatigue	Cyamopsis tetragonoloba
Fatigue	Tomophagus cattienensis
Fatigue	Osa
Fatigue	Amanita glarea
Fatigue	Camellia sinensis
Fatigue	Angelica dahurica
Fatigue	Ekimia ozcan-secmenii
Fatigue	Solanum lycopersicum
Fatigue	Fomitiporia expansa
Fatigue	Nelumbo nucifera
Fatigue	Haematococcus lacustris
Fatigue	Triticum aestivum
Fatigue	Coix
Fatigue	Trigonella foenum-graecum
Fatigue	Alternanthera sessilis
Fatigue	Oncophorus integerrimus
Fatigue	Panax ginseng
Fatigue	Betula
Fatigue	Alnus
Fatigue	Rhodiola rosea
Fatigue	Serendipita herbamans
Fatigue	Manihot esculenta
Pain	Trillium tschonoskii
Pain	Gelsemium elegans
Pain	Hemiphragma heterophyllum
Pain	Alangium kurzii
Pain	Ephedra sinica
Pain	Liquidambar formosana
Pain	Tinospora sinensis
Pain	Desmos cochinchinensis
Pain	Viscum articulatum
Pain	Croomia japonica
Pain	Saussurea japonica
Pain	Peperomia pellucida
Pain	Apis cerana
Pain	Euscaphis japonica
Pain	Campylotropis hirtella
Pain	Cyclea tonkinensis
Pain	Justicia adhatoda
Pain	Eurya japonica
Pain	Dolomiaea denticulata
Pain	Litchi chinensis
Pain	Sabia swinhoei
Pain	Mucuna sempervirens
Pain	Salvia bowleyana
Pain	Ajuga forrestii
Pain	Aconitum kusnezoffii
Pain	Lysimachia candida
Pain	Paris polyphylla
Pain	Fissistigma polyanthum
Pain	Solanum aculeatissimum
Pain	Cymbopogon distans
Pain	Aloe arborescens var. natalensis
Pain	Callerya cinerea
Pain	Piper cubeba
Pain	Incarvillea sinensis
Pain	Illicium henryi
Pain	Ardisia crispa
Pain	Schefflera venulosa
Pain	Murraya paniculata
Pain	Impatiens balsamina
Pain	Litchi chinensis
Pain	Sargassum
Pain	Taxillus yadoriki
Pain	Isa
Pain	Aconitum triphyllum
Pain	Aconitum chiisanense
Pain	Aconitum delavayi
Pain	Aconitum vilmorinianum
Pain	Aconitum
Pain	Zanthoxylum piperitum
Pain	Zanthoxylum coreanum
Pain	Zanthoxylum planispinum
Pain	Zanthoxylum simulans
Pain	Piper longum
Pain	Syzygium aromaticum
Pain	Zanthoxylum bungeanum
Pain	Dipsacus asper
Pain	Terminalia chebula
Pain	Angelica dahurica
Pain	Gyps
Pain	Angelica sinensis
Pain	Tabanus
Pain	Cinnamomum aromaticum
Pain	Aconitum carmichaelii
Pain	Zanthoxylum schinifolium
Pain	Lindera glauca
Pain	Zingiber officinale
Pain	Centipeda minima
Pain	Phellinus igniarius
Pain	Rhus chinensis
Pain	Oenothera odorata
Pain	Bidens parviflora
Pain	Radix
Pain	Carthamus tinctorius
Pain	Equisetum arvense
Pain	Zinnia elegans
Pain	Disporum viridescens
Pain	Ardisia japonica
Pain	Tripterygium hypoglaucum
Pain	Alangium platanifolium
Pain	Kalopanax septemlobus
Pain	Coix lacryma-jobi
Pain	Felis
Pain	Buxus microphylla
Pain	Ischnoderma benzoinum
Pain	Piper longum
Pain	Salvia
Pain	Ara
Pain	Ora
Pain	Zingiber officinale
Pain	Trigonella
Pain	Bombyx
Pain	Apha
Pain	Hordeum vulgare
Pain	Parga
Pain	Styrax
Pain	Pan
Pain	Ebo
Pain	Foeniculum vulgare
Pain	Iti
Pain	Tacca plantaginea
Pain	Symplocos chinensis
Pain	Asplenium prolongatum
Pain	Physalis peruviana
Pain	Magnolia coco
Pain	Iris dichotoma
Pain	Nicotiana tabacum
Pain	Rubus hirsutus
Pain	Celastrus orbiculatus
Pain	Corydalis ophiocarpa
Pain	Sinomenium acutum
Pain	Dennstaedtia scabra
Pain	Goniophlebium niponicum
Pain	Citrus sinensis
Pain	Corydalis taliensis
Pain	Sassafras tzumu
Pain	Ophioglossum vulgatum
Pain	Lysimachia foenum-graecum
Pain	Ericerus pela
Pain	Myrsine africana
Pain	Papaver commutatum
Pain	Datura metel
Pain	Ara
Pain	Plumbago zeylanica
Pain	Rhododendron mariae
Pain	Rosa chinensis
Pain	Siphonostegia chinensis
Pain	Pyrola calliantha
Pain	Callerya nitida
Pain	Smilax glaucochina
Pain	Strychnos nux-vomica
Pain	Libanotis condensata
Pain	Salvia roborowskii
Pain	Morina chinensis
Pain	Cyprinus carpio
Pain	Radix
Pain	Seseli
Pain	Tephrosia purpurea
Pain	Zanthoxylum ailanthoides
Pain	Lindera obtusiloba
Pain	Trillium
Pain	Boerhavia diffusa
Pain	Lysionotus pauciflorus
Pain	Inula helenium
Pain	Ardisia pusilla
Pain	Hovenia dulcis
Pain	Tetradium glabrifolium
Pain	Geranium wilfordii
Pain	Sium latifolium
Pain	Cyclea barbata
Pain	Lysidice rhodostegia
Pain	Pentarhizidium orientale
Pain	Takifugu ocellatus
Pain	Smilax china
Pain	Clematis terniflora
Pain	Dracaena cochinchinensis
Pain	Psammosilene tunicoides
Pain	Peganum harmala
Pain	Chrysanthemum indicum
Pain	Corallodiscus flabellatus
Pain	Viverra zibetha
Pain	Aconitum chasmanthum
Pain	Paederia scandens
Pain	Aspidistra elatior
Pain	Saussurea involucrata
Pain	Apis mellifera ligustica
Pain	Fissistigma oldhamii
Pain	Chloranthus serratus
Pain	Cinnamomum insularimontanum
Pain	Diphasiastrum complanatum
Pain	Pleurolobus gangeticus
Pain	Pterocarya stenoptera
Pain	Sorbaria sorbifolia
Pain	Dioscorea tenuipes
Pain	Abies nephrolepis
Pain	Gypsophila acutifolia
Pain	Zanthoxylum armatum
Pain	Machilus thunbergii
Pain	Cinnamomum camphora
Pain	Aconitum kirinense
Pain	Piper sarmentosum
Pain	Persicaria viscosa
Pain	Dryobalanops aromatica
Pain	Prunus persica
Pain	Delphinus delphis
Pain	Aconitum sungpanense
Pain	Lindera glauca
Pain	Monachosorum flagellare
Pain	Peucedanum morisonii
Pain	Salix babylonica
Pain	Cocculus trilobus
Pain	Atalantia buxifolia
Pain	Aristolochia kaempferi
Pain	Picria felterrae
Pain	Ilex pedunculosa
Pain	Stephania delavayi
Pain	Litsea euosma
Pain	Thespesia populnea
Pain	Spinulum annotinum
Pain	Menyanthes trifoliata
Pain	Morella esculenta
Pain	Akebia quinata
Pain	Zanthoxylum acanthopodium
Pain	Eschscholzia californica
Pain	Euryale ferox
Pain	Broussonetia kazinoki
Pain	Angelica acutiloba
Pain	Davallia divaricata
Pain	Chloranthus spicatus
Pain	Aristolochia fangchi
Pain	Podocarpus macrophyllus
Pain	Elaeis guineensis
Pain	Hedychium spicatum
Pain	Malus asiatica
Pain	Ficus hispida
Pain	Dioscorea futschauensis
Pain	Hypecoum erectum
Pain	Chaenomeles speciosa
Pain	Vitis vinifera
Pain	Harpagophytum procumbens
Pain	Lysimachia capillipes
Pain	Hypericum patulum
Pain	Equisetum sylvaticum
Pain	Piper wallichii
Pain	Scilla scilloides
Pain	Photinia parvifolia
Pain	Carthamus tinctorius
Pain	Citrus limon
Pain	Melia azedarach var. toosendan
Pain	Sapindus mukorossi
Pain	Swertia patens
Pain	Angelica sinensis
Pain	Aconitum polyschistum
Pain	Periploca forrestii
Pain	Daphne odora
Pain	Helianthus tuberosus
Pain	Corydalis pallida
Pain	Piper puberulum
Pain	Angelica polymorpha
Pain	Dregea sinensis
Pain	Clematis chinensis
Pain	Periploca calophylla
Pain	Celastrus paniculatus
Pain	Sambucus williamsii
Pain	Cycas revoluta
Pain	Magnolia champaca
Pain	Isodon rubescens
Pain	Phlomis umbrosa
Pain	Solanum torvum
Pain	Bauhinia championii
Pain	Rosa rugosa
Pain	Matricaria chamomilla
Pain	Buglossoides arvensis
Pain	Cynanchum otophyllum
Pain	Solanum dulcamara
Pain	Selaginella doederleinii
Pain	Justicia procumbens
Pain	Ventilago leiocarpa
Pain	Iris japonica
Pain	Zanthoxylum simulans
Pain	Chelidonium majus
Pain	Arctium lappa
Pain	Plumbago indica
Pain	Pelargonium graveolens
Pain	Juniperus sabina
Pain	Aconitum brachypodum
Pain	Euonymus maackii
Pain	Photinia serratifolia
Pain	Cinnamomum glanduliferum
Pain	Aesculus chinensis var. wilsonii
Pain	Aralia elata
Pain	Brassica juncea
Pain	Euonymus phellomanus
Pain	Marsdenia oreophila
Pain	Ami
Pain	Cyperus iria
Pain	Delphinium omeiense
Pain	Peganum nigellastrum
Pain	Primula obconica
Pain	Epimedium brevicornu
Pain	Desmodium
Pain	Daphne tangutica
Pain	Boehmeria siamensis
Pain	Piper longum
Pain	Gnetum parvifolium
Pain	Marchantia polymorpha
Pain	Corynandra viscosa
Pain	Lamium barbatum
Pain	Dioscorea althaeoides
Pain	Platycladus orientalis
Pain	Pothos chinensis
Pain	Firmiana simplex
Pain	Actinidia arguta
Pain	Laurus nobilis
Pain	Illicium verum
Pain	Micromelum integerrimum
Pain	Ligusticum sinense
Pain	Salvia rosmarinus
Pain	Ranunculus sceleratus
Pain	Convolvulus arvensis
Pain	Ophiorrhiza japonica
Pain	Cissampelos pareira
Pain	Asclepias curassavica
Pain	Casuarina equisetifolia
Pain	Erycibe obtusifolia
Pain	Isodon walkeri
Pain	Cyclea racemosa
Pain	Hylomecon japonica
Pain	Betula luminifera
Pain	Toddalia asiatica
Pain	Schisandra henryi
Pain	Boschniakia rossica
Pain	Symplocos caudata
Pain	Kadsura interior
Pain	Anemone altaica
Pain	Rorippa indica
Pain	Selaginella uncinata
Pain	Ilex pubescens
Pain	Conioselinum vaginatum
Pain	Osmanthus fragrans
Pain	Coniogramme japonica
Pain	Acanthus ilicifolius
Pain	Jacobaea cannabifolia
Pain	Psidium guajava
Pain	Clitoria ternatea
Pain	Alyxia sinensis
Pain	Meeboldia yunnanensis
Pain	Melia azedarach
Pain	Atropa belladonna
Pain	Wisteria sinensis
Pain	Lactarius piperatus
Pain	Guilandina crista
Pain	Erythrina variegata
Pain	Phlegmariurus fordii
Pain	Ocimum basilicum
Pain	Periploca sepium
Pain	Zanthoxylum echinocarpum
Pain	Stephania dielsiana
Pain	Spiraea prunifolia
Pain	Psychotria serpens
Pain	Litsea cubeba
Pain	Aristolochia debilis
Pain	Orobanche coerulescens
Pain	Stephania dicentrinifera
Pain	Picea koraiensis
Pain	Menispermum dauricum
Pain	Dregea volubilis
Pain	Kadsura coccinea
Pain	Parthenocissus tricuspidata
Pain	Orixa japonica
Pain	Stauntonia hexaphylla
Pain	Fissistigma glaucescens
Pain	Bidens bipinnata
Pain	Carum carvi
Pain	Asarum forbesii
Pain	Bretschneidera sinensis
Pain	Kalopanax septemlobus
Pain	Potentilla anserina
Pain	Clausena excavata
Pain	Holboellia fargesii
Pain	Stephania hernandifolia
Pain	Celastrus angulatus
Pain	Valeriana hardwickii
Pain	Corydalis adunca
Pain	Heracleum rapula
Pain	Alhagi maurorum
Pain	Hymenocallis littoralis
Pain	Ficus pumila
Pain	Macleaya cordata
Pain	Ilex cornuta
Pain	Scolopendra subspinipes
Pain	Alsophila spinulosa
Pain	Crotalaria sessiliflora
Pain	Peucedanum japonicum
Pain	Delphinium tatsienense
Pain	Angelica anomala
Pain	Lepisorus ussuriensis
Pain	Asarum sieboldii
Pain	Schisandra lancifolia
Pain	Polygala fallax
Pain	Aconitum nagarum var. heterotrichum
Pain	Smilax sieboldii
Pain	Oxalis acetosella
Pain	Corydalis yanhusuo
Pain	Gymnema sylvestre
Pain	Paeonia lactiflora
Pain	Aconitum forrestii
Pain	Davallia mariesii
Pain	Trachelospermum jasminoides
Pain	Osbeckia chinensis
Pain	Schisandra propinqua
Pain	Lindera megaphylla
Pain	Rhododendron molle
Pain	Juglans regia
Pain	Glaucium fimbrilligerum
Pain	Dioscorea panthaica
Pain	Fallopia multiflora
Pain	Zanthoxylum bungeanum
Pain	Thelephora vialis
Pain	Anisomeles indica
Pain	Euonymus japonicus
Pain	Psilotum nudum
Pain	Cyanotis arachnoidea
Pain	Viscum coloratum
Pain	Xanthium sibiricum
Pain	Delphinium
Pain	Gymnaconitum gymnandrum
Pain	Neocheiropteris fortunei
Pain	Aconitum coreanum
Pain	Vitex trifolia
Pain	Litsea glutinosa
Pain	Micromelum falcatum
Pain	Ficus simplicissima
Pain	Sophora alopecuroides
Pain	Iris tectorum
Pain	Nauclea officinalis
Pain	Aralia cordata
Pain	Lysimachia paridiformis
Pain	Hyoscyamus niger
Pain	Isodon rosthornii
Pain	Capsicum annuum
Pain	Ixora chinensis
Pain	Pterocarpus indicus
Pain	Citrus reticulata
Pain	Aconitum finetianum
Pain	Euphorbia pulcherrima
Pain	Stauntonia chinensis
Pain	Woodfordia fruticosa
Pain	Tripterygium wilfordii
Pain	Dicranopteris pedata
Pain	Skimmia reevesiana
Pain	Alangium chinense
Pain	Ardisia quinquegona
Pain	Metasequoia glyptostroboides
Pain	Formica fusca
Pain	Prunus pseudocerasus
Pain	Chloranthus japonicus
Pain	Celastrus flagellaris
Pain	Populus adenopoda
Pain	Argemone mexicana
Pain	Dalbergia odorifera
Pain	Trachyspermum ammi
Pain	Angelica pubescens
Pain	Leptochilus pothifolius
Pain	Ilex rotunda
Pain	Stephania brachyandra
Pain	Citrus trifoliata
Pain	Actinidia polygama
Pain	Taxillus
Pain	Piper hancei
Pain	Causonis japonica
Pain	Ageratum conyzoides
Pain	Biancaea sappan
Pain	Thlaspi arvense
Pain	Cypripedium
Pain	Vitex negundo
Pain	Dahlia pinnata
Pain	Bulbophyllum odoratissimum
Pain	Dioscorea cirrhosa
Pain	Stephania succifera
Pain	Stephania tetrandra
Pain	Orthosiphon wulfenioides
Pain	Solanum virginianum
Pain	Eucalyptus globulus
Pain	Gynochthodes parvifolia
Pain	Corydalis remota
Pain	Commiphora myrrha
Pain	Lycopodiastrum casuarinoides
Pain	Stephania japonica
Pain	Xanthoceras sorbifolium
Pain	Hansenia weberbaueriana
Pain	Lygodium japonicum
Pain	Aconitum delavayi
Pain	Pleurospermum rivulorum
Pain	Kopsia officinalis
Pain	Pholidota yunnanensis
Pain	Crinum latifolium
Pain	Gynandropsis gynandra
Pain	Chaenomeles sinensis
Pain	Crossostephium chinense
Pain	Phallus impudicus
Pain	Gynura segetum
Pain	Conocephalum conicum
Pain	Erythrina arborescens
Pain	Meconopsis horridula
Pain	Dioscorea septemloba
Pain	Achillea alpina
Pain	Pericampylus glaucus
Pain	Dioscorea collettii
Pain	Dioscorea collettii var. hypoglauca
Pain	Libanotis buchtormensis
Pain	Rodgersia pinnata
Pain	Dolomiaea souliei
Pain	Dendrolycopodium obscurum
Pain	Lamprocapnos spectabilis
Pain	Curcuma zedoaria
Pain	Ricinus communis
Pain	Sabia schumanniana
Pain	Sophora viciifolia
Pain	Cuminum cyminum
Pain	Lagerstroemia indica
Pain	Delphinium grandiflorum
Pain	Hypericum sampsonii
Pain	Osmorhiza aristata
Pain	Nerium oleander
Pain	Saussurea costus
Pain	Cymbopogon goeringii
Pain	Toxicodendron vernicifluum
Pain	Clerodendrum trichotomum
Pain	Gardenia jasminoides
Pain	Dioscorea zingiberensis
Pain	Anemone raddeana
Pain	Piper mullesua
Pain	Acronychia pedunculata
Pain	Veratrilla baillonii
Pain	Jatropha curcas
Pain	Tetracera asiatica
Pain	Blainvillea acmella
Pain	Euonymus alatus
Pain	Dryopteris chrysocoma
Pain	Hypericum japonicum
Pain	Cyathula capitata
Pain	Acorus calamus
Pain	Eleutherococcus giraldii
Pain	Paratinospora sagittata
Pain	Ficus microcarpa
Pain	Styrax benzoin
Pain	Monachosorum henryi
Pain	Armillaria mellea
Pain	Zanthoxylum planispinum
Pain	Cicuta virosa
Pain	Meconopsis punicea
Pain	Erigeron breviscapus
Pain	Molineria capitulata
Pain	Lindera umbellata
Pain	Selaginella stauntoniana
Pain	Elaeagnus angustifolia
Pain	Liquidambar orientalis
