phen_name	herb_name
Pain	Sarcandra glabra
Pain	Kadsura heteroclita
Pain	Angelica brevicaulis
Pain	Diphylleia sinensis
Pain	Lindera angustifolia
Pain	Aconitum hemsleyanum
Pain	Kaempferia galanga
Pain	Sigesbeckia orientalis
Pain	Adina pilulifera
Pain	Dysosma difformis
Pain	Bombyx mori
Pain	Fomitopsis officinalis
Pain	Ardisia crenata
Pain	Primula malacoides
Pain	Iphigenia indica
Pain	Abrus fruticulosus
Pain	Galium verum
Pain	Jasminum sambac
Pain	Cibotium barometz
Pain	Persicaria hydropiper
Pain	Dysosma pleiantha
Pain	Stephania sinica
Pain	Mesosphaerum suaveolens
Pain	Schisandra rubriflora
Pain	Aconitum sinomontanum
Pain	Aristolochia moupinensis
Pain	Geranium robertianum
Pain	Alpinia officinarum
Pain	Buddleja davidii
Pain	Aconitum umbrosum
Pain	Teucrium quadrifarium
Pain	Hemsleya amabilis
Pain	Maclura cochinchinensis
Pain	Adiantum philippense
Pain	Millettia pachycarpa
Pain	Stephania longa
Pain	Hypericum erectum
Pain	Scopolia japonica
Pain	Aconitum pendulum
Pain	Trollius chinensis
Pain	Momordica cochinchinensis
Pain	Alpinia galanga
Pain	Ligusticum chuanxiong
Pain	Rosa cymosa
Pain	Cullen corylifolium
Pain	Alpinia chinensis
Pain	Dysphania ambrosioides
Pain	Vicia amoena
Pain	Parameria laevigata
Pain	Impatiens
Pain	Litsea verticillata
Pain	Curcuma longa
Pain	Grevillea robusta
Pain	Zanthoxylum dissitum
Pain	Scutellaria indica
Pain	Ficus fistulosa
Pain	Aristolochia manshuriensis
Pain	Gossypium herbaceum
Pain	Deeringia amaranthoides
Pain	Pyrus pashia
Pain	Tacca chantrieri
Pain	Citrus junos
Pain	Veronicastrum sibiricum
Pain	Valeriana officinalis
Pain	Illicium difengpi
Pain	Heracleum hemsleyanum
Pain	Thunbergia grandiflora
Pain	Acorus tatarinowii
Pain	Gymnadenia conopsea
Pain	Vincetoxicum pycnostelma
Pain	Piper laetispicum
Pain	Pinus massoniana
Pain	Anisodus luridus
Pain	Isodon amethystoides
Pain	Artemisia argyi
Pain	Corymbia citriodora
Pain	Anemone rivularis
Pain	Clausena lansium
Pain	Stephania elegans
Pain	Fordia cauliflora
Pain	Papaver nudicaule
Pain	Cassia fistula
Pain	Tabanus
Pain	Hunteria zeylanica
Pain	Nicandra physalodes
Pain	Flemingia philippinensis
Pain	Lindera chunii
Pain	Viburnum luzonicum
Pain	Corydalis decumbens
Pain	Polygonum suffultum
Pain	Gentiana macrophylla
Pain	Glechoma longituba
Pain	Polypodium vulgare
Pain	Tetrapanax papyrifer
Pain	Rubia yunnanensis
Pain	Catalpa ovata
Pain	Kerria japonica
Pain	Rhododendron micranthum
Pain	Volkameria inermis
Pain	Aconitum carmichaelii
Pain	Actaea japonica
Pain	Ajuga nipponensis
Pain	Foeniculum vulgare
Pain	Hydrangea chinensis
Pain	Blumea balsamifera
Pain	Corydalis incisa
Pain	Murraya euchrestifolia
Pain	Koenigia polystachya
Pain	Solanum melongena
Pain	Przewalskia tangutica
Pain	Viscum multinerve
Pain	Ranunculus japonicus
Pain	Paulownia fortunei
Pain	Ardisia mamillata
Pain	Anisodus tanguticus
Pain	Urena lobata
Pain	Equisetum palustre
Pain	Lindera aggregata
Pain	Aralia armata
Pain	Arthromeris mairei
Pain	Sterculia foetida
Pain	Aquilaria agallochum
Pain	Speranskia tuberculata
Pain	Dianella ensifolia
Pain	Jasminum grandiflorum
Pain	Magnolia grandiflora
Pain	Aconitum barbatum
Pain	Arenaria kansuensis
Pain	Lygodium flexuosum
Pain	Sanguisorba officinalis
Pain	Glycyrrhiza uralensis
Pain	Prunus salicina
Pain	Cryptolepis sinensis
Pain	Persicaria lapathifolia
Pain	Erigeron sumatrensis
Pain	Hedychium coronarium
Pain	Papaver somniferum
Pain	Medicago falcata
Pain	Lamium amplexicaule
Pain	Ficus carica
Pain	Dipsacus asperoides
Pain	Crotalaria tetragona
Pain	Cornus controversa
Pain	Callicarpa macrophylla
Pain	Eucalyptus robusta
Pain	Shiraia bambusicola
Pain	Huperzia selago
Pain	Veronica persica
Pain	Zanthoxylum myriacanthum
Pain	Aristolochia tuberosa
Pain	Ligularia fischeri
Pain	Uca
Pain	Persicaria thunbergii
Pain	Sargentodoxa cuneata
Pain	Aristolochia heterophylla
Pain	Aconitum geniculatum
Pain	Pteris vittata
Pain	Myrica nagi
Pain	Erycibe
Pain	Urtica cannabina
Pain	Aristolochia mollissima
Pain	Piper kadsura
Pain	Conyza bonariensis
Pain	Clerodendrum bungei
Pain	Crepidiastrum sonchifolium
Pain	Achillea millefolium
Pain	Helicteres isora
Pain	Angelica dahurica
Pain	Salvia miltiorrhiza
Pain	Trigonella caerulea
Pain	Saussurea pulchella
Pain	Passiflora caerulea
Pain	Zanthoxylum nitidum
Pain	Flemingia strobilifera
Pain	Asarum caulescens
Pain	Syzygium buxifolium
Pain	Lyonia ovalifolia
Pain	Cnidium monnieri
Pain	Viburnum odoratissimum
Pain	Rubus cochinchinensis
Pain	Biebersteinia heterostemon
Pain	Entada phaseoloides
Pain	Calophyllum inophyllum
Pain	Dioscorea nipponica
Pain	Pratia nummularia
Pain	Cocculus laurifolius
Pain	Microlepia marginata
Pain	Silene baccifera
Pain	Cyperus rotundus
Pain	Asarum sagittarioides
Pain	Cinnamomum aromaticum
Pain	Strychnos angustiflora
Pain	Dicranostigma franchetianum
Pain	Asarum maximum
Pain	Beaumontia grandiflora
Pain	Sedum bulbiferum
Pain	Ceratostigma minus
Pain	Rhodiola kirilowii
Pain	Coptis chinensis
Pain	Eleutherococcus gracilistylus
Pain	Hordeum vulgare
Pain	Nardostachys jatamansi
Pain	Ligularia lapathifolia
Pain	Begonia limprichtii
Pain	Alocasia cucullata
Pain	Piper boehmeriifolium
Pain	Aconitum kongboense
Pain	Manis pentadactyla
Pain	Morella rubra
Pain	Berchemia polyphylla var. leioclada
Pain	Onychium lucidum
Pain	Damnacanthus indicus
Pain	Cocos nucifera
Pain	Juniperus rigida
Pain	Saposhnikovia divaricata
Pain	Strychnos ignatii
Pain	Panax major
Pain	Pittosporum tobira
Pain	Sparganium stoloniferum
Pain	Claviceps purpurea
Pain	Achillea wilsoniana
Pain	Polygala arillata
Pain	Salvia flava
Pain	Tetradium ruticarpum
Pain	Azolla imbricata
Pain	Odontites vernus subsp. serotinus
Pain	Mesobuthus martensii
Pain	Incarvillea arguta
Pain	Cinnamomum tamala
Pain	Tricholoma matsutake
Pain	Duranta erecta
Pain	Lycogala epidendrum
Pain	Ampelopsis japonica
Pain	Panax japonicus var. bipinnatifidus
Pain	Piper retrofractum
Pain	Phlomis mongolica
Pain	Liriodendron tulipifera
Pain	Ceratostigma willmottianum
Pain	Phlegmariurus phlegmaria
Pain	Sida acuta
Pain	Rhododendron simsii
Pain	Cymbopogon citratus
Pain	Sarcococca coriacea
Pain	Nandina domestica
Pain	Helleborus thibetanus
Pain	Anemone flaccida
Pain	Cinnamomum bejolghota
Pain	Allium victorialis
Pain	Biancaea decapetala
Pain	Phlomoides rotata
Pain	Aristolochia tubiflora
Pain	Anredera cordifolia
Pain	Passiflora edulis
Pain	Viscum album
Pain	Diphasiastrum alpinum
Pain	Schefflera arboricola
Pain	Derris trifoliata
Pain	Artemisia anomala
Pain	Rohdea chinensis
Pain	Parmelia saxatilis
Pain	Brandisia hancei
Pain	Ligusticum tenuissimum
Pain	Ligusticum sinense
Pain	Ligusticum jeholense
Pain	Rubia akane
Pain	Rubia chinensis
Pain	Rubia cordifolia
Pain	Polygonum cuspidatum
Pain	Reynoutria japonica
Pain	Fallopia sachalinensis
Pain	Morus alba
Pain	Sparganium stoloniferum
Pain	Sparganium erectum
Pain	Angelica pubescens
Pain	Aralia cordata
Pain	Heracleum hemsleyanum
Pain	Heracleum moellendorffii
Pain	Dioscorea tokoro
Pain	Dioscorea septemloba
Pain	Dioscorea collettii var. hypoglauca
Pain	Paeonia suffruticosa
Pain	Paeonia szechuanica
Pain	Ira
Pain	Bupleurum falcatum
Pain	Bupleurum chinense
Pain	Enterobacter quasihormaechei
Pain	Bupleurum euphorbioides
Pain	Bupleurum latissimum
Pain	Bupleurum longiradiatum
Pain	Prunus mandshurica
Pain	Trichosanthes kirilowii
Pain	Trichosanthes cucumeroides
Pain	Trichosanthes bracteata
Pain	Trichosanthes truncata
Pain	Allium tuberosum
Pain	Xylotrupes
Pain	Citrus aurantium
Pain	Citrus trifoliata
Pain	Glycine max
Pain	Citrus sinensis
Pain	Citrus natsudaidai
Pain	Luffa
Pain	Hansenia weberbaueriana
Pain	Hansenia forbesii
Pain	Angelica japonica
Pain	Accipiter gentilis
Pain	Saposhnikovia divaricata
Pain	Coptis japonica
Pain	Coptis chinensis
Pain	Coptis deltoidea
Pain	Echinops setifer
Pain	Rhaponticum uniflorum
Pain	Echinops latifolius
Pain	Gypsophila vaccaria
Pain	Silene repens
Pain	Cnidium officinale
Pain	Ligusticum chuanxiong
Pain	Ligusticum striatum
Pain	Cocculus trilobus
Pain	Myrrha
Pain	Sinomenium acutum
Pain	Stephania tetrandra
Pain	Aristolochia fangchi
Pain	Agkistrodon
Pain	Taxillus chinensis
Pain	Korthalsella japonica
Pain	Loranthus tanakae
Pain	Viscum album
Pain	Quercus acutissima
Pain	Epimedium koreanum
Pain	Asarum sieboldii
Pain	Asarum heterotropoides
Pain	Asarum maculatum
Pain	Cis
Pain	Clematis manshurica
Pain	Clematis chinensis
Pain	Clematis hexapetala
Pain	Clematis brachyura
Pain	Clematis florida
Pain	Clematis patens
Pain	Clematis terniflora
Pain	Epimedium pubescens
Pain	Epimedium brevicornu
Pain	Epimedium sagittatum
Pain	Epimedium wushanense
Pain	Tamarix chinensis
Pain	Atractylodes lancea
Pain	Gentiana macrophylla
Pain	Gentiana crassicaulis
Pain	Gentiana dahurica
Pain	Gentiana straminea
Pain	Atractylodes chinensis
Pain	Atractylodes japonica
Pain	Angelica polymorpha
Pain	Manis pentadactyla
Pain	Fer
Pain	Clerodendrum trichotomum
Pain	Gynochthodes officinalis
Pain	Erythrina variegata
Pain	Panthera tigris
Pain	Sigesbeckia orientalis
Pain	Sigesbeckia glabrescens
Pain	Bungarus
Pain	Microhyla pulchra
Pain	Pelecanus onocrotalus
Pain	Ptyas korros
Pain	Grus japonensis
Pain	Neocheiropteris fortunei
Pain	Vincetoxicum pycnostelma
Pain	Curcuma zedoaria
Pain	Curcuma kwangsiensis
Pain	Curcuma wenyujin
Pain	Curcuma phaeocaulis
Pain	Albizia julibrissin
Pain	Albizia kalkora
Pain	Allium taquetii
Pain	Acaronychoidea
Pain	Aconitum ciliare
Pain	Aconitum kusnezoffii
Pain	Tetrapanax papyrifer
Pain	Lophatherum gracile
Pain	Phyllostachys nigra
Pain	Lopha
Pain	Dipsacus japonicus
Pain	Phlomis umbrosa
Pain	Lamium album
Pain	Cibotium barometz
Pain	Lysimachia christinae
Pain	Chaenomeles sinensis
Pain	Chaenomeles speciosa
Pain	Chaenomeles cathayensis
Pain	Chaenomeles japonica
Pain	Tetramorium mogwai
Pain	Car
Pain	Hypophthalmichthys nobilis
Pain	Piper nigrum
Pain	Carpinus coreana
Pain	Curcuma aromatica
Pain	Sinapis alba
Pain	Brassica juncea
Pain	Brassica rapa subsp. oleifera
Pain	Apis cerana
Pain	Apis mellifera
Pain	Aconitum alboviolaceum
Pain	Curcuma longa
Pain	Spatholobus suberectus
Pain	Angelica gigas
Pain	Angelica acutiloba
Pain	Pueraria montana var. lobata
Pain	Pueraria montana var. thomsonii
Pain	Bunga
Pain	Cinnamomum camphora
Pain	Cinnamomum loureiroi
Pain	Ephedra sinica
Pain	Ephedra intermedia
Pain	Ephedra equisetina
Pain	Polygonatum sibiricum
Pain	Polygonatum stenophyllum
Pain	Polygonatum kingianum
Pain	Polygonatum cyrtonema
Pain	Polygonatum falcatum
Pain	Polygonatum lasianthum
Pain	Polygona
Pain	Glycyrrhiza squamulosa
Pain	Ostericum citriodorum
Pain	Heracleum rapula
Pain	Akebia quinata
Pain	Aristolochia manshuriensis
Pain	Clematis armandii
Pain	Akebia trifoliata
Pain	Clematis montana
Pain	Cuculus poliocephalus
Pain	Tadorna ferruginea
Pain	Francolinus pintadeanus
Pain	Gallus gallus
Pain	Curcuma aeruginosa
Pain	Auricularia auricula-judae
Pain	Apha
Pain	Mactra quadrangularis
Pain	Solanum melongena
Pain	Carpesium abrotanoides
Pain	Catharsius molossus
Pain	Upis
Pain	Dianthus chinensis
Pain	Dianthus superbus
Pain	Diospyros kaki
Pain	Bombyx mori
Pain	Crepidiastrum denticulatum
Pain	Ixeridium dentatum
Pain	Ixeris stolonifera
Pain	Sonchus oleraceus
Pain	Lycium chinense
Pain	Apium graveolens
Pain	Oniscus
Pain	Pyrrosia lingua
Pain	Pyrrosia petiolosa
Pain	Pyrrosia sheareri
Pain	Cephalonoplos segetum
Pain	Cirsium setosum
Pain	Cephalonoplos
Pain	Paeonia lactiflora
Pain	Paeonia obovata
Pain	Paeonia veitchii
Pain	Lygodium japonicum
Pain	Vincetoxicum atratum
Pain	Vincetoxicum versicolor
Pain	Vincetoxicum japonicum
Pain	Androsace umbellata
Pain	Gypsophila oldhamiana
Pain	Stellaria dichotoma
Pain	Stellaria media
Pain	Salvia miltiorrhiza
Pain	Salvia przewalskii
Pain	Salvia yunnanensis
Pain	Verbena officinalis
Pain	Euphorbia lathyris
Pain	Hippocampus coronatus
Pain	Hippocampus kelloggi
Pain	Hippocampus histrix
Pain	Hippocampus kuda
Pain	Hippocampus japonicus
Pain	Hippocampus trimaculatus
Pain	Ursus thibetanus
Pain	Boswellia neglecta
Pain	Styphnolobium japonicum
Pain	Persicaria hydropiper
Pain	Euonymus oxyphyllus
Pain	Artemisia keiskeana
Pain	Blumea balsamifera
Pain	Aconitum racemulosum
Pain	Oenothera lamarckiana
Pain	Aegonychon zollingeri
Pain	Parmelia
Pain	Sticta
Pain	Usnea longissima
Pain	Veronicastrum sibiricum
Pain	Rhododendron molle
Pain	Stephania japonica
Pain	Geum japonicum
Pain	Benincasa hispida
Pain	Fallopia multiflora
Pain	Stauntonia hexaphylla
Pain	Datura metel
Pain	Iris pallasii
Pain	Rhododendron yedoense
Pain	Valeriana amurensis
Pain	Aconitum umbrosum
Pain	Thesium chinense
Pain	Kaempferia galanga
Pain	Oxalis corniculata
Pain	Apriona germari
Pain	Hedera rhombea
Pain	Ora
Pain	Nicotiana tabacum
Pain	Rosa multiflora
Pain	Actinidia polygama
Pain	Momordica cochinchinensis
Pain	Nerium oleander
Pain	Cryptotaenia japonica
Pain	Galium spurium
Pain	Geranium dahuricum
Pain	Aka
Pain	Euscaphis japonica
Pain	Aconitum napiforme
Pain	Brassica rapa
Pain	Datura stramonium
Pain	Iris lactea
Pain	Vulpes vulpes
Pain	Crataegus pinnatifida
Pain	Eleusine indica
Pain	Arctium lappa
Pain	Pyrola japonica
Pain	Maianthemum japonicum
Pain	Oryza sativa
Pain	Pinus densiflora
Pain	Vitis vinifera
Pain	Scutellaria barbata
Pain	Portulaca grandiflora
Pain	Sedum oryzifolium
Pain	Persicaria orientalis
Pain	Thlaspi arvense
Pain	Oenothera laciniata
Pain	Achillea millefolium
Pain	Ovis aries
Pain	Artemisia sieversiana
Pain	Tetragonia tetragonoides
Pain	Ficus pumila
Pain	Alcea rosea
Pain	Allium fistulosum
Pain	Salix babylonica
Pain	Salix blinii
Pain	Dioscorea nipponica
Pain	Dioscorea quinquelobata
Pain	Hyoscyamus niger
Pain	Hylodesmum podocarpum var. oxyphyllum
Pain	Setaria italica
Pain	Mirabilis jalapa
Pain	Stellera chamaejasme
Pain	Hylomecon vernalis
Pain	Cercidiphyllum japonicum
Pain	Salix koreensis
Pain	Mustela sibirica
Pain	Peucedanum japonicum
Pain	Nepeta cataria
Pain	Allium victorialis
Pain	Clematis fusca
Pain	Kummerowia stipulacea
Pain	Kummerowia striata
Pain	Polygala japonica
Pain	Stachys palustris
Pain	Ilex cornuta
Pain	Ilex rotunda
Pain	Bidens bipinnata
Pain	Ormosia hosiei
Pain	Wisteriopsis reticulata
Pain	Caulophyllum robustum
Pain	Laurus nobilis
Pain	Pinus massoniana
Pain	Usnea
Pain	Rubus coreanus
Pain	Erycibe obtusifolia
Pain	Lysimachia barystachys
Pain	Bulbophyllum
Pain	Sapindus mukorossi
Pain	Liriodendron tulipifera
Pain	Euonymus fortunei
Pain	Disporum smilacinum
Pain	Streptopus ovalis
Pain	Coniogramme intermedia
Pain	Parthenocissus tricuspidata
Pain	Smilax sieboldii
Pain	Cynodon dactylon
Pain	Prunus salicina
Pain	Eurya japonica
Pain	Scilla scilloides
Pain	Kerria japonica
Pain	Homo
Pain	Duhaldea cappa
Pain	Pteris dispar
Pain	Flos
Pain	Maianthemum dahuricum
Pain	Vicia amurensis
Pain	Crotalaria sessiliflora
Pain	Rosa bracteata
Pain	Grewia biloba
Pain	Sanicula chinensis
Pain	Prunus persica
Pain	Nelumbo nucifera
Pain	Boehmeria nivea
Pain	Ricinus communis
Pain	Hylomecon hylomeconoides
Pain	Selaginella stauntoniana
Pain	Rorippa indica
Pain	Sus scrofa domesticus
Pain	Circaea mollis
Pain	Carduus crispus
Pain	Potentilla indica
Pain	Potentilla hebiichigo
Pain	Picea koraiensis
Pain	Sambucus javanica
Pain	Sambucus racemosa subsp. sieboldiana
Pain	Photinia serratifolia
Pain	Cervus nippon
Pain	Lespedeza cyrtobotrya
Pain	Androsace filiformis
Pain	Cornus controversa
Pain	Camellia japonica
Pain	Clinopodium gracile
Pain	Equisetum ramosissimum
Pain	Sambucus williamsii
Pain	Erycibe
Pain	Euonymus japonicus
Pain	Rhododendron micranthum
Pain	Tamarix ramosissima
Pain	Sambucus canadensis
Pain	Veronica polita
Pain	Fatsia japonica
Pain	Platycarya strobilacea
Pain	Amauroderma calcitum
Pain	Cercis chinensis
Pain	Eleutherococcus senticosus
Pain	Salix gracilistyla
Pain	Ilex chinensis
Pain	Prunus pseudocerasus
Pain	Quercus dentata
Pain	Disporum sessile
Pain	Carpinus cordata
Pain	Spiraea prunifolia
Pain	Spiraea trichocarpa
Pain	Vicia amoena
Pain	Tuber
Pain	Betula platyphylla
Pain	Lindera aggregata
Pain	Hosta plantaginea
Pain	Ginkgo biloba
Pain	Menispermum dauricum
Pain	Sargentodoxa cuneata
Pain	Abelmoschus manihot
Pain	Huperzia selago
Pain	Erodium stephanianum
Pain	Geranium carolinianum
Pain	Geranium eriostemon var. megalanthum
Pain	Geranium koreanum
Pain	Geranium krameri
Pain	Geranium sibiricum
Pain	Geranium thunbergii
Pain	Geranium tripartitum
Pain	Geranium wilfordii
Pain	Gloiopeltis furcata
Pain	Cervus nippon mantchuricus
Pain	Rhynchosia volubilis
Pain	Pentarhizidium orientale
Pain	Ardisia pusilla
Pain	Salix
Pain	Chloranthus japonicus
Pain	Cyprinus carpio
Pain	Cinnamomum insularimontanum
Pain	Pterocarya stenoptera
Pain	Bos taurus
Pain	Skimmia reevesiana
Pain	Achillea alpina
Pain	Leersia japonica
Pain	Glaucidium cuculoides
Pain	Geum aleppicum
Pain	Causonis japonica
Pain	Lepisorus ussuriensis
Pain	Elaeagnus umbellata
Pain	Garcinia hanburyi
Pain	Paliurus ramosissimus
Pain	Aeschynomene indica
Pain	Stella
Pain	Paeonia
Pain	Angelica dahurica
Pain	Menispermum dauricum
Pain	synthetic construct
Pain	Radix
Pain	Nu
Pain	Angelica
Pain	Tabanus
Pain	Illicium
Pain	Pheretima
Pain	Erycibe
Pain	Glycyrrhiza
Pain	Ligusticum sinense
Pain	Hyla sanchiangensis
Pain	Foeniculum
Pain	Dalbergia odorifera
Pain	Coridius
Pain	Ula
Pain	Litchi
Pain	Siphonostegia
Pain	Myrrha
Pain	Ia
Pain	Oar
Pain	Typha
Pain	Atta
Pain	Paris
Pain	Bia
Pain	Scorpio
Pain	Myristica
Pain	Moschus
Pain	Actaea
Pain	Ami
Pain	Eulota
Pain	Scolopendra
Pain	Ero
Pain	Cebus
Pain	Sar
Pain	Hea
Pain	Cyperus rotundus
Pain	Citrus medica
Pain	Tuber
Pain	Actaea dahurica
Pain	Citrus aurantium
Pain	Uca
Pain	Ensis
Pain	Nes
Pain	Litsea
Pain	Stephania tetrandra
Pain	Lonicera flava
Pain	Aristolochia
Pain	Murraya
Pain	Senna
Pain	Ulus
Pain	Zale
Pain	Cis
Pain	Schefflera
Pain	This
Pain	Clethra
Pain	unidentified
Pain	Pennellia yalaensis
Pain	Nicotiana tabacum
Pain	Nasturtium officinale
Pain	Marasmius calvocystidiatus
Pain	Serendipita herbamans
Pain	Veronica
Pain	Prunus dulcis
Pain	Nyctanthes arbor-tristis
Pain	Sesamoides
Pain	Tomophagus cattienensis
Pain	Kraftionema allantoideum
Pain	Persea americana
Pain	Phyllanthus
Pain	Cannabis
Pain	Allium cepa
Pain	Harpagophytum procumbens
Pain	Ginkgo biloba
Pain	Urtica dioica
Pain	Leucoagaricus croceobasis
Pain	Hypericum perforatum
Pain	Uncaria tomentosa
Pain	Lavandula angustifolia
Pain	Dieffenbachia
Pain	Capsicum
Pain	Aconitum
Pain	Cannabis sativa
Pain	Allium sativum
Pain	Leonotis leonurus
Pain	Psidium guajava
Pain	Angelica dahurica
Pain	Camellia sinensis
Pain	Oncophorus integerrimus
Pain	Curcuma longa
Pain	Syzygium aromaticum
Pain	Combretum molle
Pain	Salix
Pain	Salix sp.
Pain	Harpagophytum
Pain	Daphne retusa
Pain	Mirabilis jalapa
Pain	Inocybe farinosipes
Pain	Solanum lycopersicum
Pain	Ekimia ozcan-secmenii
Pain	Citrus
Pain	Citrus medica
Pain	Cicer arietinum
Pain	Citrullus lanatus
Pain	Gossypium barbadense
Pain	Serendipita indica
Pain	Zea mays
Pain	Citrus sinensis
Pain	Piper nigrum
Pain	Triticum aestivum
Pain	Lactuca sativa
Pain	Cucurbita
Pain	Cucurbita pepo
Pain	Fomitiporia punctata
Pain	Phellinus igniarius
Pain	Tricholoma boreosulphurescens
Pain	Linum usitatissimum
Pain	Cucumis sativus
Pain	Erythroxylum coca
Pain	Betula
Pain	Theobroma cacao
Pain	Moniliophthora perniciosa
Pain	Haematococcus lacustris
Pain	Juglans
Pain	Lentinula edodes
Pain	Cryptolepis nigrescens
Pain	Capsicum frutescens
Pain	Fragaria x ananassa
Pain	Arachis hypogaea
Pain	Caryota no
Pain	Citrus x paradisi
Pain	Gossypium hirsutum
Pain	Rhizoctonia fragariae
Pain	Abelmoschus esculentus
Pain	Nicotiana benthamiana
Pain	Primula malacoides
Pain	Fagopyrum esculentum
Pain	Phyllostachys vivax
Pain	Solanum tuberosum
Pain	Arabidopsis thaliana
Pain	Trifolium repens
Pain	Amanita muscaria
Pain	Alocasia macrorrhizos
Pain	Pluteus multiformis
Pain	Cuviera semseii
Pain	x Chitalpa tashkentensis
Pain	Hordeum vulgare
Pain	Hordeum bulbosum
Pain	Allamanda cathartica
Pain	Allamanda
Pain	Tamarix aphylla
Pain	Salvia miltiorrhiza
Pain	Vitex agnus-castus
Pain	Khaya ivorensis
Pain	Wissadula amplissima
Pain	Tricholoma bryogenum
Pain	Actaea racemosa
Pain	Polygonatum verticillatum
Pain	Rumex abyssinicus
Pain	Petunia x hybrida
Pain	Ambrosia acanthicarpa
Pain	Bowdichia virgilioides
Pain	Ocimum tenuiflorum
Pain	Malus domestica
Pain	Olea
Pain	Malva parviflora
Pain	Glycine soja
Pain	Oryza sativa
Pain	Cyamopsis tetragonoloba
Pain	Panax notoginseng
Pain	Eriobotrya japonica
Pain	Rhynchosia minima
Pain	Podoscypha parvula
Pain	Centrosema pubescens
Pain	Vitis vinifera
Pain	Ceriporia occidentalis
Pain	Cortinarius ceskae
Pain	Lantana camara
Pain	Colocasia esculenta
Pain	Crotalaria juncea
Pain	Cajanus cajan
Pain	Sarcoporia polyspora
Pain	Prunus persica
Pain	Capsella bursa-pastoris
Pain	Ananas comosus
Pain	Ipomoea batatas
Pain	Ipomoea setosa
Pain	Magnolia
Pain	Borago officinalis
Pain	Aegiceras corniculatum
Pain	Garcinia mangostana
Pain	Rhodiola rosea
Pain	Carya illinoinensis
Pain	Sesamum indicum
Pain	Machaerium brasiliense
Pain	Lepiota himalayensis
Pain	Tecomella undulata
Pain	Capsicum chinense
Pain	Thladiantha dubia
Pain	Catharanthus roseus
Pain	Aa
Pain	Glycyrrhiza
Pain	Rheum rhabarbarum
Pain	Aegilops tauschii
Pain	Terminalia chebula
Pain	Citrus volkameriana
Pain	Hibiscus arnottianus
Pain	Manihot esculenta
Pain	Nicotiana
Pain	Nicotiana sylvestris
Pain	Datura stramonium
Pain	Aloysia citrodora
Pain	Satureja hortensis
Pain	Paeonia lactiflora
Pain	Strychnos ignatii
Pain	Cotyledon orbiculata
Pain	Convolvulus arvensis
Pain	Mangifera indica
Pain	Butea monosperma
Pain	Aloe vera
Pain	Chrysanthemum indicum
Pain	Azadirachta indica
Pain	Citrus macrophylla
Pain	Boletus edulis
Pain	Mentha spicata
Pain	Malva neglecta
Pain	Impatiens balsamina
Pain	Pisum sativum
Pain	Glycine max
Pain	Vicia faba
Pain	Solanum melongena
Pain	Secale cereale
Pain	Aralia continentalis
Pain	Arctium tomentosum
Pain	Ephedra
Pain	Brachypodium
Pain	Ziziphus mauritiana
Pain	Agaricus stevensii
Pain	Eucharis x grandiflora
Pain	Cardiospermum halicacabum
Pain	Ocimum gratissimum
Pain	Campanula rotata
Pain	Actaea cimicifuga
Pain	Cyanthillium cinereum
Pain	Hydnora johannis
Pain	Arabidopsis
Pain	Mesosphaerum pectinatum
Pain	Anacardium occidentale
Pain	Acca
Pain	Sorbus aucuparia
Pain	Lycopus europaeus
Pain	Geranium robertianum
Pain	Acacia
Pain	Banksia
Pain	Gynura segetum
Pain	Taraxacum officinale
Pain	Aspalathus linearis
Pain	Serenoa repens
Pain	Ceiba pentandra
Pain	Barranca multiflagellata
Pain	Pseudotricholoma metapodium
Pain	Oedogonium intermedium
Pain	Rehmannia
Pain	Cortinarius walkeri
Pain	Arisaema amurense
Pain	Citrus aurantium
Pain	Isodon serra
Pain	Solanum aphyodendron
Pain	Actinidia deliciosa
Pain	Premna serratifolia
Pain	Crinipellis rhizomaticola
Pain	Pinus sylvestris
Pain	Morus alba
Pain	Mentha x piperita
Pain	Ambrosia
Pain	Corylus avellana
Pain	Inti
Pain	Viscum album
Pain	Vaccinium corymbosum
Pain	Narcissus
Pain	Psidium cattleyanum
Pain	Rubus idaeus
Pain	Ligusticum porteri
Pain	Quechua
Pain	Carthamus tinctorius
Pain	Arnica
Pain	Trifolium pratense
Pain	Zingiber officinale
Pain	Phleum pratense
Pain	Ranunculus talassicus
Pain	Citrus reshni
Pain	Paeonia suffruticosa
Pain	Angelica acutiloba
Pain	Cucumis anguria
Pain	Quercus alba
Pain	Cortinarius catharinae
Pain	Phellodendron amurense
Pain	Carica papaya
Pain	Allium macrostemon
Pain	Saposhnikovia
Pain	Hardenbergia comptoniana
Pain	Lupinus cosentinii
Pain	Rhodiola
Pain	Leucoagaricus asiaticus
Pain	Piper longum
Pain	Lannea coromandelica
Pain	Ganoderma
Pain	Alafia barteri
Pain	Syzygium jambos
Pain	Levisticum officinale
Pain	Salvia rosmarinus
Pain	Coriandrum sativum
Pain	Cupressus
Pain	Cyrtopodium macrobulbon
Pain	Hellenia speciosa
Pain	Deamia montalvoae
Pain	Crocus sativus
Pain	Brassica napus
Pain	Viburnum lantana
Pain	Jatropha multifida
Pain	Citrus sinensis x Citrus trifoliata
Pain	Rheum palmatum
Pain	Flammulina velutipes
Pain	Inosperma lanatodiscum
Pain	Brassica rapa
Pain	Entoloma griseorugulosum
Pain	Dioscorea alata
Pain	Vigna angularis
