symbol	compound	herb_name
MAOA	flavin adenine dinucleotide	Byrsonima crassifolia
MAOA	flavin adenine dinucleotide	Solanum quitoense
MAOA	flavin adenine dinucleotide	Cyathea
MAOA	flavin adenine dinucleotide	Thelesperma
MAOA	flavin adenine dinucleotide	Nuphar lutea
MAOA	flavin adenine dinucleotide	Capsicum pubescens
MAOA	flavin adenine dinucleotide	Brassica oleracea var. capitata
MAOA	flavin adenine dinucleotide	Morella rubra
MAOA	flavin adenine dinucleotide	Brassica
MAOA	flavin adenine dinucleotide	Sida sp. dark green fruits
MAOA	flavin adenine dinucleotide	Pan
MAOA	flavin adenine dinucleotide	Zu
MAOA	flavin adenine dinucleotide	Amelanchier alnifolia
MAOA	flavin adenine dinucleotide	Prunus tomentosa
MAOA	flavin adenine dinucleotide	Eois sp. black tears
SLC6A3	pseudoephedrine	Ephedra sinica
SLC6A3	pseudoephedrine	Ara
SLC6A3	d-amphetamine	Vicia faba
SLC18A2	d-amphetamine	Vicia faba
SLC6A3	bupropion	Angelica keiskei
SLC6A3	bupropion	Brassica oleracea var. sabauda
SLC6A3	bupropion	Actinidia chinensis
SLC6A3	bupropion	Allium
SLC6A3	bupropion	Allium cepa
SLC6A3	bupropion	Allium ampeloprasum
SLC6A3	bupropion	Allium sativum
SLC6A3	bupropion	Allium schoenoprasum
SLC6A3	bupropion	Aloysia triphylla
SLC6A3	bupropion	Anacardium occidentale
SLC6A3	bupropion	Ananas comosus
SLC6A3	bupropion	Anethum graveolens
SLC6A3	bupropion	Annona reticulata
SLC6A3	bupropion	Apium graveolens
SLC6A3	bupropion	Arachis hypogaea
SLC6A3	bupropion	Arctium lappa
SLC6A3	bupropion	Armoracia rusticana
SLC6A3	bupropion	Artemisia dracunculus
SLC6A3	bupropion	Artemisia vulgaris
SLC6A3	bupropion	Asparagus officinalis
SLC6A3	bupropion	Avena sativa
SLC6A3	bupropion	Averrhoa carambola
SLC6A3	bupropion	Bertholletia excelsa
SLC6A3	bupropion	Beta vulgaris
SLC6A3	bupropion	Borago officinalis
SLC6A3	bupropion	Brassica juncea
SLC6A3	bupropion	Brassica napus
SLC6A3	bupropion	Brassica napus var. napus
SLC6A3	bupropion	Brassica oleracea
SLC6A3	bupropion	Brassica oleracea var. botrytis
SLC6A3	bupropion	Brassica oleracea var. gemmifera
SLC6A3	bupropion	Brassica oleracea var. gongylodes
SLC6A3	bupropion	Brassica oleracea var. italica
SLC6A3	bupropion	Brassica rapa
SLC6A3	bupropion	Brassica rapa subsp. rapa
SLC6A3	bupropion	Cajanus cajan
SLC6A3	bupropion	Camellia sinensis
SLC6A3	bupropion	Capparis spinosa
SLC6A3	bupropion	Capsicum annuum
SLC6A3	bupropion	Carica papaya
SLC6A3	bupropion	Carthamus tinctorius
SLC6A3	bupropion	Carum carvi
SLC6A3	bupropion	Carya illinoinensis
SLC6A3	bupropion	Castanea
SLC6A3	bupropion	Chamaemelum nobile
SLC6A3	bupropion	Cicer arietinum
SLC6A3	bupropion	Cichorium endivia
SLC6A3	bupropion	Cichorium intybus
SLC6A3	bupropion	Cinnamomum aromaticum
SLC6A3	bupropion	Cinnamomum verum
SLC6A3	bupropion	Citrullus lanatus
SLC6A3	bupropion	Citrus aurantiifolia
SLC6A3	bupropion	Citrus limon
SLC6A3	bupropion	Citrus maxima
SLC6A3	bupropion	Citrus reticulata
SLC6A3	bupropion	Citrus sinensis
SLC6A3	bupropion	Coriandrum sativum
SLC6A3	bupropion	Corylus avellana
SLC6A3	bupropion	Crocus sativus
SLC6A3	bupropion	Cucumis melo
SLC6A3	bupropion	Cucumis sativus
SLC6A3	bupropion	Cucurbita
SLC6A3	bupropion	Cuminum cyminum
SLC6A3	bupropion	Curcuma longa
SLC6A3	bupropion	Cydonia oblonga
SLC6A3	bupropion	Cymbopogon citratus
SLC6A3	bupropion	Cynara cardunculus var. scolymus
SLC6A3	bupropion	Daucus carota
SLC6A3	bupropion	Diospyros kaki
SLC6A3	bupropion	Elettaria cardamomum
SLC6A3	bupropion	Empetrum nigrum
SLC6A3	bupropion	Eriobotrya japonica
SLC6A3	bupropion	Eruca vesicaria subsp. sativa
SLC6A3	bupropion	Eugenia
SLC6A3	bupropion	Fagopyrum esculentum
SLC6A3	bupropion	Fagopyrum tataricum
SLC6A3	bupropion	Ficus carica
SLC6A3	bupropion	Foeniculum vulgare
SLC6A3	bupropion	Fragaria x ananassa
SLC6A3	bupropion	Gaylussacia baccata
SLC6A3	bupropion	Glycine max
SLC6A3	bupropion	Helianthus annuus
SLC6A3	bupropion	Hippophae rhamnoides
SLC6A3	bupropion	Hordeum vulgare
SLC6A3	bupropion	Hyssopus officinalis
SLC6A3	bupropion	Illicium verum
SLC6A3	bupropion	Ipomoea aquatica
SLC6A3	bupropion	Ipomoea batatas
SLC6A3	bupropion	Juglans nigra
SLC6A3	bupropion	Juglans regia
SLC6A3	bupropion	Lactuca sativa
SLC6A3	bupropion	Lathyrus sativus
SLC6A3	bupropion	Laurus nobilis
SLC6A3	bupropion	Lens culinaris
SLC6A3	bupropion	Lepidium sativum
SLC6A3	bupropion	Levisticum officinale
SLC6A3	bupropion	Linum usitatissimum
SLC6A3	bupropion	Lippia graveolens
SLC6A3	bupropion	Litchi chinensis
SLC6A3	bupropion	Lupinus
SLC6A3	bupropion	Malus pumila
SLC6A3	bupropion	Mangifera indica
SLC6A3	bupropion	Matricaria chamomilla var. recutita
SLC6A3	bupropion	Melissa officinalis
SLC6A3	bupropion	Mentha
SLC6A3	bupropion	Mentha aquatica
SLC6A3	bupropion	Mentha arvensis
SLC6A3	bupropion	Mentha spicata
SLC6A3	bupropion	Mentha x piperita
SLC6A3	bupropion	Mespilus germanica
SLC6A3	bupropion	Momordica charantia
SLC6A3	bupropion	Morus
SLC6A3	bupropion	Morus nigra
SLC6A3	bupropion	Myristica fragrans
SLC6A3	bupropion	Ocimum basilicum
SLC6A3	bupropion	Oenothera biennis
SLC6A3	bupropion	Olea europaea
SLC6A3	bupropion	Origanum majorana
SLC6A3	bupropion	Origanum onites
SLC6A3	bupropion	Origanum vulgare
SLC6A3	bupropion	Oryza sativa
SLC6A3	bupropion	Panicum miliaceum
SLC6A3	bupropion	Papaver
SLC6A3	bupropion	Passiflora edulis
SLC6A3	bupropion	Pastinaca sativa
SLC6A3	bupropion	Persea americana
SLC6A3	bupropion	Petroselinum crispum
SLC6A3	bupropion	Phaseolus coccineus
SLC6A3	bupropion	Phaseolus lunatus
SLC6A3	bupropion	Phaseolus vulgaris
SLC6A3	bupropion	Phoenix dactylifera
SLC6A3	bupropion	Aronia melanocarpa
SLC6A3	bupropion	Pimpinella anisum
SLC6A3	bupropion	Pinus
SLC6A3	bupropion	Piper nigrum
SLC6A3	bupropion	Pistacia vera
SLC6A3	bupropion	Pisum sativum
SLC6A3	bupropion	Portulaca oleracea
SLC6A3	bupropion	Prunus
SLC6A3	bupropion	Prunus armeniaca
SLC6A3	bupropion	Prunus avium
SLC6A3	bupropion	Prunus cerasus
SLC6A3	bupropion	Prunus domestica
SLC6A3	bupropion	Prunus dulcis
SLC6A3	bupropion	Prunus persica
SLC6A3	bupropion	Psidium guajava
SLC6A3	bupropion	Punica granatum
SLC6A3	bupropion	Pyrus communis
SLC6A3	bupropion	Raphanus sativus
SLC6A3	bupropion	Rheum rhabarbarum
SLC6A3	bupropion	Ribes nigrum
SLC6A3	bupropion	Ribes rubrum
SLC6A3	bupropion	Ribes uva-crispa
SLC6A3	bupropion	Salvia rosmarinus
SLC6A3	bupropion	Rubus
SLC6A3	bupropion	Rubus chamaemorus
SLC6A3	bupropion	Rubus idaeus
SLC6A3	bupropion	Rubus occidentalis
SLC6A3	bupropion	Rumex acetosa
SLC6A3	bupropion	Salvia officinalis
SLC6A3	bupropion	Sambucus nigra
SLC6A3	bupropion	Satureja hortensis
SLC6A3	bupropion	Satureja montana
SLC6A3	bupropion	Secale cereale
SLC6A3	bupropion	Sesamum indicum
SLC6A3	bupropion	Solanum lycopersicum
SLC6A3	bupropion	Solanum lycopersicum var. cerasiforme
SLC6A3	bupropion	Septoria lycopersici var. lycopersici
SLC6A3	bupropion	Solanum melongena
SLC6A3	bupropion	Solanum tuberosum
SLC6A3	bupropion	Sorbus aucuparia
SLC6A3	bupropion	Sorghum bicolor
SLC6A3	bupropion	Spinacia oleracea
SLC6A3	bupropion	Syzygium aromaticum
SLC6A3	bupropion	Tamarindus indica
SLC6A3	bupropion	Taraxacum officinale
SLC6A3	bupropion	Theobroma cacao
SLC6A3	bupropion	Thymus vulgaris
SLC6A3	bupropion	Tilia
SLC6A3	bupropion	Tilia cordata
SLC6A3	bupropion	Trigonella foenum-graecum
SLC6A3	bupropion	Triticum aestivum
SLC6A3	bupropion	Vaccinium
SLC6A3	bupropion	Vaccinium angustifolium
SLC6A3	bupropion	Vaccinium arboreum
SLC6A3	bupropion	Vaccinium corymbosum
SLC6A3	bupropion	Vaccinium macrocarpon
SLC6A3	bupropion	Vaccinium myrtillus
SLC6A3	bupropion	Vaccinium vitis-idaea
SLC6A3	bupropion	Vanilla
SLC6A3	bupropion	Verbena officinalis
SLC6A3	bupropion	Vicia faba
SLC6A3	bupropion	Vigna angularis
SLC6A3	bupropion	Vigna mungo
SLC6A3	bupropion	Vigna radiata
SLC6A3	bupropion	Vigna umbellata
SLC6A3	bupropion	Vigna unguiculata
SLC6A3	bupropion	Vitis rotundifolia
SLC6A3	bupropion	Vitis vinifera
SLC6A3	bupropion	Zea mays
SLC6A3	bupropion	Zingiber officinale
SLC6A3	bupropion	Rubus arcticus
SLC6A3	bupropion	Musa acuminata
SLC6A3	bupropion	Myrica
SLC6A3	bupropion	Vaccinium elliottii
SLC6A3	bupropion	Vaccinium myrtilloides
SLC6A3	bupropion	Vaccinium uliginosum
SLC6A3	bupropion	Ribes aureum
SLC6A3	bupropion	Apium graveolens Rapaceum Group
SLC6A3	bupropion	Apium graveolens Dulce Group
SLC6A3	bupropion	Allium tuberosum
SLC6A3	bupropion	Vaccinium oxycoccos
SLC6A3	bupropion	Vaccinium stamineum
SLC6A3	bupropion	Panax ginseng
SLC6A3	bupropion	Vaccinium deliciosum
SLC6A3	bupropion	Vaccinium ovalifolium
SLC6A3	bupropion	Vaccinium ovatum
SLC6A3	bupropion	Vaccinium parvifolium
SLC6A3	bupropion	Dimocarpus longan
SLC6A3	bupropion	Macadamia tetraphylla
SLC6A3	bupropion	Vitis aestivalis
SLC6A3	bupropion	Vitis labrusca
SLC6A3	bupropion	Prunus persica var. nucipersica
SLC6A3	bupropion	Prunus persica var. persica
SLC6A3	bupropion	Capsicum baccatum var. baccatum
SLC6A3	bupropion	Capsicum chinense
SLC6A3	bupropion	Capsicum
SLC6A3	bupropion	Nephelium lappaceum
SLC6A3	bupropion	Oryza rufipogon
SLC6A3	bupropion	Zizania aquatica
SLC6A3	bupropion	Beta vulgaris subsp. cicla
SLC6A3	bupropion	Thymus pulegioides
SLC6A3	bupropion	Brassica oleracea var. costata
SLC6A3	bupropion	Juglans ailanthifolia
SLC6A3	bupropion	Allium fistulosum
SLC6A3	bupropion	Triticum turgidum subsp. durum
SLC6A3	bupropion	Allium ascalonicum
SLC6A3	bupropion	Eruca vesicaria
SLC6A3	bupropion	Daucus carota subsp. sativus
SLC6A3	bupropion	Blumeria graminis f. sp. triticale
SLC6A3	bupropion	Brassica oleracea var. viridis
SLC6A3	bupropion	Vaccinium angustifolium x Vaccinium corymbosum
SLC6A3	bupropion	Apium graveolens Secalinum Group
SLC6A3	bupropion	Brassica rapa var. perviridis
SLC6A3	bupropion	Brassica rapa subsp. chinensis
SLC6A3	bupropion	Brassica rapa subsp. pekinensis
SLC6A3	bupropion	Citrus x paradisi
SLC6A3	bupropion	Brassica oleracea var. alboglabra
SLC6A3	bupropion	Origanum x majoricum
SLC6A3	bupropion	Hea
SLC6A3	bupropion	Raphanus sativus var. niger
SLC6A3	bupropion	Raphanus sativus var. sativus
SLC6A3	bupropion	Apoidea
SLC6A3	bupropion	Salvia elegans
SLC6A3	bupropion	Ribes glandulosum
SLC6A3	bupropion	unidentified
SLC6A3	bupropion	Mycobacterium phage Seabiscuit
SLC6A3	bupropion	Haliotis
SLC6A3	bupropion	Crateva religiosa
SLC6A3	bupropion	Malpighia emarginata
SLC6A3	bupropion	Quercus
SLC6A3	bupropion	Cucurbita maxima
SLC6A3	bupropion	Eucheuma
SLC6A3	bupropion	Medicago sativa
SLC6A3	bupropion	Pimenta dioica
SLC6A3	bupropion	Amaranthus
SLC6A3	bupropion	Sagittaria latifolia
SLC6A3	bupropion	Maranta arundinacea
SLC6A3	bupropion	Pyrus pyrifolia
SLC6A3	bupropion	Clupea harengus
SLC6A3	bupropion	Phyllostachys edulis
SLC6A3	bupropion	Fagus
SLC6A3	bupropion	Artocarpus altilis
SLC6A3	bupropion	Brosimum alicastrum
SLC6A3	bupropion	Brassica rapa Broccoletto Group
SLC6A3	bupropion	Lota lota
SLC6A3	bupropion	Petasites japonicus
SLC6A3	bupropion	Peprilus triacanthus
SLC6A3	bupropion	Juglans cinerea
SLC6A3	bupropion	Cucurbita moschata
SLC6A3	bupropion	Lagenaria siceraria
SLC6A3	bupropion	Cynara cardunculus
SLC6A3	bupropion	Carissa macrocarpa
SLC6A3	bupropion	Ceratonia siliqua
SLC6A3	bupropion	Manihot esculenta
SLC6A3	bupropion	Sechium edule
SLC6A3	bupropion	Annona cherimola
SLC6A3	bupropion	Anthriscus cerefolium
SLC6A3	bupropion	Salvia hispanica
SLC6A3	bupropion	Castanea mollissima
SLC6A3	bupropion	Eleocharis dulcis
SLC6A3	bupropion	Glebionis coronaria
SLC6A3	bupropion	Cocos nucifera
SLC6A3	bupropion	Valerianella locusta
SLC6A3	bupropion	Gossypium
SLC6A3	bupropion	Vigna unguiculata subsp. cylindrica
SLC6A3	bupropion	Malus
SLC6A3	bupropion	Viburnum edule
SLC6A3	bupropion	Myoxocephalus
SLC6A3	bupropion	Rumex
SLC6A3	bupropion	Durio zibethinus
SLC6A3	bupropion	Sambucus
SLC6A3	bupropion	Perideridia oregana
SLC6A3	bupropion	Castanea sativa
SLC6A3	bupropion	Chamaenerion angustifolium
SLC6A3	bupropion	Ginkgo biloba
SLC6A3	bupropion	Vitis
SLC6A3	bupropion	Physalis
SLC6A3	bupropion	Corylus
SLC6A3	bupropion	Carya
SLC6A3	bupropion	Moringa oleifera
SLC6A3	bupropion	Lablab purpureus
SLC6A3	bupropion	Chondrus crispus
SLC6A3	bupropion	Artocarpus heterophyllus
SLC6A3	bupropion	Castanea crenata
SLC6A3	bupropion	Syzygium cumini
SLC6A3	bupropion	Helianthus tuberosus
SLC6A3	bupropion	Ziziphus sp.
SLC6A3	bupropion	Corchorus olitorius
SLC6A3	bupropion	Brassica napus var. pabularia
SLC6A3	bupropion	Laminaria
SLC6A3	bupropion	Citrus
SLC6A3	bupropion	Chenopodium album
SLC6A3	bupropion	Rubus loganobaccus
SLC6A3	bupropion	Nelumbo
SLC6A3	bupropion	Nelumbo nucifera
SLC6A3	bupropion	Lupinus albus
SLC6A3	bupropion	Basella alba
SLC6A3	bupropion	Mammea americana
SLC6A3	bupropion	Garcinia mangostana
SLC6A3	bupropion	Hedysarum alpinum
SLC6A3	bupropion	Vigna aconitifolia
SLC6A3	bupropion	Dioscorea pentaphylla
SLC6A3	bupropion	Sinapis alba
SLC6A3	bupropion	Tetragonia tetragonoides
SLC6A3	bupropion	Nopalea cochenillifera
SLC6A3	bupropion	Vaccinium reticulatum
SLC6A3	bupropion	Abelmoschus esculentus
SLC6A3	bupropion	Capsicum annuum var. annuum
SLC6A3	bupropion	Diospyros virginiana
SLC6A3	bupropion	Canarium ovatum
SLC6A3	bupropion	Pinus edulis
SLC6A3	bupropion	Eugenia uniflora
SLC6A3	bupropion	Opuntia macrorhiza
SLC6A3	bupropion	Musa x paradisiaca
SLC6A3	bupropion	Phytolacca americana
SLC6A3	bupropion	Papaver somniferum
SLC6A3	bupropion	Pediomelum esculentum
SLC6A3	bupropion	Opuntia
SLC6A3	bupropion	Chenopodium quinoa
SLC6A3	bupropion	Syzygium jambos
SLC6A3	bupropion	Rosa
SLC6A3	bupropion	Hibiscus sabdariffa
SLC6A3	bupropion	Rubus spectabilis
SLC6A3	bupropion	Tragopogon porrifolius
SLC6A3	bupropion	Manilkara zapota
SLC6A3	bupropion	Pouteria sapota
SLC6A3	bupropion	Sesbania bispinosa
SLC6A3	bupropion	Sisymbrium
SLC6A3	bupropion	Annona muricata
SLC6A3	bupropion	Triticum spelta
SLC6A3	bupropion	Spirulina
SLC6A3	bupropion	Psidium cattleyanum
SLC6A3	bupropion	Annona squamosa
SLC6A3	bupropion	Colocasia esculenta
SLC6A3	bupropion	Eragrostis tef
SLC6A3	bupropion	Physalis philadelphica var. immaculata
SLC6A3	bupropion	Luffa aegyptiaca
SLC6A3	bupropion	Eutrema japonicum
SLC6A3	bupropion	Benincasa hispida
SLC6A3	bupropion	Zizania
SLC6A3	bupropion	Salix pulchra
SLC6A3	bupropion	Psophocarpus tetragonolobus
SLC6A3	bupropion	Dioscorea
SLC6A3	bupropion	Pachyrhizus erosus
SLC6A3	bupropion	Xanthosoma sagittifolium
SLC6A3	bupropion	Vigna unguiculata subsp. unguiculata
SLC6A3	bupropion	Macadamia
SLC6A3	bupropion	Koenigia alpina
SLC6A3	bupropion	Triticum turgidum subsp. turanicum
SLC6A3	bupropion	Vigna unguiculata subsp. sesquipedalis
SLC6A3	bupropion	Citrus latifolia
SLC6A3	bupropion	Acca sellowiana
SLC6A3	bupropion	Pangium edule
SLC6A3	bupropion	Auricularia auricula-judae
SLC6A3	bupropion	Agaricus bisporus
SLC6A3	bupropion	Lentinula edodes
SLC6A3	bupropion	Undaria pinnatifida
SLC6A3	bupropion	Flammulina velutipes
SLC6A3	bupropion	Dysphania ambrosioides
SLC6A3	bupropion	Pleurotus ostreatus
SLC6A3	bupropion	Auricularia polytricha
SLC6A3	bupropion	Grifola frondosa
SLC6A3	bupropion	Matteuccia struthiopteris
SLC6A3	bupropion	Rumex arcticus
SLC6A3	bupropion	Tinda
SLC6A3	bupropion	Triticum
SLC6A3	bupropion	Prunus virginiana
SLC6A3	bupropion	Agave
SLC6A3	bupropion	Typha angustifolia
SLC6A3	bupropion	Cantharellus cibarius
SLC6A3	bupropion	Cinnamomum
SLC6A3	bupropion	Elaeis
SLC6A3	bupropion	Metroxylon sagu
SLC6A3	bupropion	Diospyros
SLC6A3	bupropion	Scorzonera hispanica
SLC6A3	bupropion	Rhodophyta
SLC6A3	bupropion	Saccharina japonica
SLC6A3	bupropion	Cirsium
SLC6A3	bupropion	Juglans
SLC6A3	bupropion	Strombidae
SLC6A3	bupropion	Cucumis metulifer
SLC6A3	bupropion	Nu
SLC6A3	bupropion	Attalea speciosa
SLC6A3	bupropion	Theobroma grandiflorum
SLC6A3	bupropion	Vitellaria paradoxa
SLC6A3	bupropion	Camellia oleifera
SLC6A3	bupropion	Virola surinamensis
SLC6A3	bupropion	Byrsonima crassifolia
SLC6A3	bupropion	Solanum quitoense
SLC6A3	bupropion	Cyathea
SLC6A3	bupropion	Thelesperma
SLC6A3	bupropion	Nuphar lutea
SLC6A3	bupropion	Capsicum pubescens
SLC6A3	bupropion	Brassica oleracea var. capitata
SLC6A3	bupropion	Morella rubra
SLC6A3	bupropion	Brassica
SLC6A3	bupropion	Sida sp. dark green fruits
SLC6A3	bupropion	Pan
SLC6A3	bupropion	Zu
SLC6A3	bupropion	Amelanchier alnifolia
SLC6A3	bupropion	Prunus tomentosa
SLC6A3	bupropion	Eois sp. black tears
SLC6A3	dopamine	Papaver somniferum
SLC6A3	dopamine	Cornus officinalis
SLC6A3	dopamine	Octopus vulgaris
SLC6A3	dopamine	Mirabilis jalapa
SLC6A3	dopamine	Nes
SLC6A3	dopamine	Ami
SLC6A3	dopamine	Musa acuminata
SLC6A3	dopamine	Annona reticulata
SLC6A3	dopamine	Persea americana
SLC6A3	dopamine	Portulaca oleracea
SLC6A3	dopamine	Spinacia oleracea
SLC6A3	dopamine	Theobroma cacao
SLC6A3	dopamine	Musa x paradisiaca
SLC6A3	dopamine	Papaver somniferum
SLC6A3	dopamine	Solanum lycopersicum
SLC6A3	dopamine	Solanum tuberosum
SLC6A3	dopamine	Apoidea
SLC6A3	dopamine	Sida sp. dark green fruits
SLC6A3	dopamine	Hordeum vulgare
SLC6A3	dopamine	Brassica oleracea var. italica
SLC6A3	dopamine	Daucus carota subsp. sativus
SLC6A3	dopamine	Prunus tomentosa
SLC6A3	dopamine	Anethum graveolens
SLC6A3	dopamine	Capsicum annuum
SLC6A3	dopamine	Zu
SLC6A3	dopamine	Avena sativa
SLC6A3	dopamine	Allium cepa
SLC6A3	dopamine	Secale cereale
SLC6A3	dopamine	Amelanchier alnifolia
SLC6A3	dopamine	Beta vulgaris subsp. cicla
SLC6A3	dopamine	Rubus idaeus
SLC6A3	dopamine	Triticum
SLC6A3	dopamine	Phaseolus vulgaris
SLC6A3	dopamine	Solanum melongena
SLC18A2	dopamine	Papaver somniferum
SLC18A2	dopamine	Cornus officinalis
SLC18A2	dopamine	Octopus vulgaris
SLC18A2	dopamine	Mirabilis jalapa
SLC18A2	dopamine	Nes
SLC18A2	dopamine	Ami
SLC18A2	dopamine	Musa acuminata
SLC18A2	dopamine	Annona reticulata
SLC18A2	dopamine	Persea americana
SLC18A2	dopamine	Portulaca oleracea
SLC18A2	dopamine	Spinacia oleracea
SLC18A2	dopamine	Theobroma cacao
SLC18A2	dopamine	Musa x paradisiaca
SLC18A2	dopamine	Papaver somniferum
SLC18A2	dopamine	Solanum lycopersicum
SLC18A2	dopamine	Solanum tuberosum
SLC18A2	dopamine	Apoidea
SLC18A2	dopamine	Sida sp. dark green fruits
SLC18A2	dopamine	Hordeum vulgare
SLC18A2	dopamine	Brassica oleracea var. italica
SLC18A2	dopamine	Daucus carota subsp. sativus
SLC18A2	dopamine	Prunus tomentosa
SLC18A2	dopamine	Anethum graveolens
SLC18A2	dopamine	Capsicum annuum
SLC18A2	dopamine	Zu
SLC18A2	dopamine	Avena sativa
SLC18A2	dopamine	Allium cepa
SLC18A2	dopamine	Secale cereale
SLC18A2	dopamine	Amelanchier alnifolia
SLC18A2	dopamine	Beta vulgaris subsp. cicla
SLC18A2	dopamine	Rubus idaeus
SLC18A2	dopamine	Triticum
SLC18A2	dopamine	Phaseolus vulgaris
SLC18A2	dopamine	Solanum melongena
DRD3	dopamine	Papaver somniferum
DRD3	dopamine	Cornus officinalis
DRD3	dopamine	Octopus vulgaris
DRD3	dopamine	Mirabilis jalapa
DRD3	dopamine	Nes
DRD3	dopamine	Ami
DRD3	dopamine	Musa acuminata
DRD3	dopamine	Annona reticulata
DRD3	dopamine	Persea americana
DRD3	dopamine	Portulaca oleracea
DRD3	dopamine	Spinacia oleracea
DRD3	dopamine	Theobroma cacao
DRD3	dopamine	Musa x paradisiaca
DRD3	dopamine	Papaver somniferum
DRD3	dopamine	Solanum lycopersicum
DRD3	dopamine	Solanum tuberosum
DRD3	dopamine	Apoidea
DRD3	dopamine	Sida sp. dark green fruits
DRD3	dopamine	Hordeum vulgare
DRD3	dopamine	Brassica oleracea var. italica
DRD3	dopamine	Daucus carota subsp. sativus
DRD3	dopamine	Prunus tomentosa
DRD3	dopamine	Anethum graveolens
DRD3	dopamine	Capsicum annuum
DRD3	dopamine	Zu
DRD3	dopamine	Avena sativa
DRD3	dopamine	Allium cepa
DRD3	dopamine	Secale cereale
DRD3	dopamine	Amelanchier alnifolia
DRD3	dopamine	Beta vulgaris subsp. cicla
DRD3	dopamine	Rubus idaeus
DRD3	dopamine	Triticum
DRD3	dopamine	Phaseolus vulgaris
DRD3	dopamine	Solanum melongena
SOD1	dopamine	Papaver somniferum
SOD1	dopamine	Cornus officinalis
SOD1	dopamine	Octopus vulgaris
SOD1	dopamine	Mirabilis jalapa
SOD1	dopamine	Nes
SOD1	dopamine	Ami
SOD1	dopamine	Musa acuminata
SOD1	dopamine	Annona reticulata
SOD1	dopamine	Persea americana
SOD1	dopamine	Portulaca oleracea
SOD1	dopamine	Spinacia oleracea
SOD1	dopamine	Theobroma cacao
SOD1	dopamine	Musa x paradisiaca
SOD1	dopamine	Papaver somniferum
SOD1	dopamine	Solanum lycopersicum
SOD1	dopamine	Solanum tuberosum
SOD1	dopamine	Apoidea
SOD1	dopamine	Sida sp. dark green fruits
SOD1	dopamine	Hordeum vulgare
SOD1	dopamine	Brassica oleracea var. italica
SOD1	dopamine	Daucus carota subsp. sativus
SOD1	dopamine	Prunus tomentosa
SOD1	dopamine	Anethum graveolens
SOD1	dopamine	Capsicum annuum
SOD1	dopamine	Zu
SOD1	dopamine	Avena sativa
SOD1	dopamine	Allium cepa
SOD1	dopamine	Secale cereale
SOD1	dopamine	Amelanchier alnifolia
SOD1	dopamine	Beta vulgaris subsp. cicla
SOD1	dopamine	Rubus idaeus
SOD1	dopamine	Triticum
SOD1	dopamine	Phaseolus vulgaris
SOD1	dopamine	Solanum melongena
SLC6A3	aripiprazole	Cinnamomum aromaticum
DRD3	aripiprazole	Cinnamomum aromaticum
SLC6A3	p-methoxyamphetamine	Solanum tuberosum
SLC18A2	p-methoxyamphetamine	Solanum tuberosum
MAOB	p-methoxyamphetamine	Solanum tuberosum
MAOA	p-methoxyamphetamine	Solanum tuberosum
S100B	calcium ions	Meleagris gallopavo
S100B	calcium ions	Zea mays
S100B	calcium ions	Glycine max
S100B	calcium ions	Brassica napus var. pabularia
S100B	calcium ions	Medicago sativa
S100B	calcium ions	Prunus dulcis
S100B	calcium ions	Engraulidae
S100B	calcium ions	Malus pumila
S100B	calcium ions	Prunus armeniaca
S100B	calcium ions	Cynara cardunculus var. scolymus
S100B	calcium ions	Asparagus officinalis
S100B	calcium ions	Solanum melongena
S100B	calcium ions	Persea americana
S100B	calcium ions	Sus scrofa domesticus
S100B	calcium ions	unidentified
S100B	calcium ions	Hea
S100B	calcium ions	Phyllostachys edulis
S100B	calcium ions	Musa acuminata
S100B	calcium ions	Hordeum vulgare
S100B	calcium ions	Phaseolus vulgaris
S100B	calcium ions	Vigna radiata
S100B	calcium ions	Vigna angularis
S100B	calcium ions	Bos taurus
S100B	calcium ions	Apoidea
S100B	calcium ions	Vaccinium myrtillus
S100B	calcium ions	Mycobacterium phage Seabiscuit
S100B	calcium ions	unclassified sequences
S100B	calcium ions	Rubus
S100B	calcium ions	Gari
S100B	calcium ions	Micromesistius poutassou
S100B	calcium ions	Vaccinium
S100B	calcium ions	Mea
S100B	calcium ions	Bertholletia excelsa
S100B	calcium ions	Abramis brama
S100B	calcium ions	Brassica oleracea var. italica
S100B	calcium ions	Brassica oleracea var. gemmifera
S100B	calcium ions	Clupeinae
S100B	calcium ions	Fagopyrum esculentum
S100B	calcium ions	Lota lota
S100B	calcium ions	Lactuca sativa
S100B	calcium ions	Brassica rapa
S100B	calcium ions	Brassica rapa subsp. chinensis
S100B	calcium ions	Brassica oleracea
S100B	calcium ions	Brassica oleracea var. sabauda
S100B	calcium ions	Cantharellus cibarius
S100B	calcium ions	Physalis
S100B	calcium ions	Averrhoa carambola
S100B	calcium ions	Daucus carota subsp. sativus
S100B	calcium ions	Anacardium occidentale
S100B	calcium ions	Manihot esculenta
S100B	calcium ions	Brassica oleracea var. botrytis
S100B	calcium ions	Acipenseridae
S100B	calcium ions	Apium graveolens Secalinum Group
S100B	calcium ions	Apium graveolens Rapaceum Group
S100B	calcium ions	Apium graveolens
S100B	calcium ions	Beta vulgaris subsp. cicla
S100B	calcium ions	Salvelinus
S100B	calcium ions	Sechium edule
S100B	calcium ions	Annona cherimola
S100B	calcium ions	Prunus
S100B	calcium ions	Anthriscus cerefolium
S100B	calcium ions	Castanea
