symbol	compound	herb_name
SLC18A2	histamine	Camellia oleifera
SLC18A2	histamine	Virola surinamensis
SLC18A2	histamine	Byrsonima crassifolia
SLC18A2	histamine	Solanum quitoense
SLC18A2	histamine	Cyathea
SLC18A2	histamine	Thelesperma
SLC18A2	histamine	Nuphar lutea
SLC18A2	histamine	Capsicum pubescens
SLC18A2	histamine	Morella rubra
SLC18A2	histamine	Brassica
SLC18A2	histamine	Sida sp. dark green fruits
SLC18A2	histamine	Eois sp. black tears
SLC18A2	serotonine	Rheum officinale
SLC18A2	serotonine	Imperata cylindrica
SLC18A2	serotonine	Zizania latifolia
SLC18A2	serotonine	Ia
SLC18A2	serotonine	Albizia julibrissin
SLC18A2	serotonine	Pisum sativum
SLC18A2	serotonine	Vespa
SLC18A2	serotonine	Musa acuminata
SLC18A2	serotonine	Solanum lycopersicum var. cerasiforme
SLC18A2	serotonine	Brassica rapa
SLC18A2	serotonine	Solanum melongena
SLC18A2	serotonine	Vitis
SLC18A2	serotonine	Capsicum annuum var. annuum
SLC18A2	serotonine	Actinidia chinensis
SLC18A2	serotonine	Prunus persica
SLC18A2	serotonine	Ananas comosus
SLC18A2	serotonine	Spinacia oleracea
SLC18A2	serotonine	Solanum lycopersicum
SLC18A2	serotonine	Carica papaya
SLC18A2	serotonine	Hippophae rhamnoides
SLC18A2	serotonine	Juglans nigra
SLC18A2	serotonine	Juglans regia
SLC18A2	serotonine	Momordica charantia
SLC18A2	serotonine	Persea americana
SLC18A2	serotonine	Phoenix dactylifera
SLC18A2	serotonine	Pisum sativum
SLC18A2	serotonine	Prunus domestica
SLC18A2	serotonine	Punica granatum
SLC18A2	serotonine	Septoria lycopersici var. lycopersici
SLC18A2	serotonine	Solanum tuberosum
SLC18A2	serotonine	Theobroma cacao
SLC18A2	serotonine	Zea mays
SLC18A2	serotonine	Gossypium
SLC18A2	serotonine	Musa x paradisiaca
SLC18A2	serotonine	Phaseolus coccineus
SLC18A2	serotonine	Sida sp. dark green fruits
SLC18A2	serotonine	Hordeum vulgare
SLC18A2	serotonine	Brassica oleracea var. italica
SLC18A2	serotonine	Daucus carota subsp. sativus
SLC18A2	serotonine	Prunus tomentosa
SLC18A2	serotonine	Anethum graveolens
SLC18A2	serotonine	Capsicum annuum
SLC18A2	serotonine	Zu
SLC18A2	serotonine	Avena sativa
SLC18A2	serotonine	Apoidea
SLC18A2	serotonine	Secale cereale
SLC18A2	serotonine	Beta vulgaris subsp. cicla
SLC18A2	serotonine	Phaseolus vulgaris
DRD3	levodopa	Portulaca oleracea
DRD3	levodopa	Vicia faba
DRD3	levodopa	Musa x paradisiaca
DRD3	levodopa	Lupinus
DRD3	levodopa	Hordeum vulgare
DRD3	levodopa	Brassica oleracea var. italica
DRD3	levodopa	Daucus carota subsp. sativus
DRD3	levodopa	Cucumis sativus
DRD3	levodopa	Anethum graveolens
DRD3	levodopa	Capsicum annuum
DRD3	levodopa	Allium cepa
DRD3	levodopa	Solanum tuberosum
DRD3	levodopa	Apoidea
DRD3	levodopa	Spinacia oleracea
DRD3	levodopa	Pan
DRD3	levodopa	Beta vulgaris subsp. cicla
DRD3	levodopa	Zu
DRD3	levodopa	Cucurbita maxima
DRD3	levodopa	Phaseolus vulgaris
DRD3	levodopa	Brassica rapa subsp. rapa
DRD3	levodopa	Angelica keiskei
DRD3	levodopa	Brassica oleracea var. sabauda
DRD3	levodopa	Actinidia chinensis
DRD3	levodopa	Allium
DRD3	levodopa	Allium ampeloprasum
DRD3	levodopa	Allium sativum
DRD3	levodopa	Allium schoenoprasum
DRD3	levodopa	Aloysia triphylla
DRD3	levodopa	Anacardium occidentale
DRD3	levodopa	Ananas comosus
DRD3	levodopa	Annona reticulata
DRD3	levodopa	Apium graveolens
DRD3	levodopa	Arachis hypogaea
DRD3	levodopa	Arctium lappa
DRD3	levodopa	Armoracia rusticana
DRD3	levodopa	Artemisia dracunculus
DRD3	levodopa	Artemisia vulgaris
DRD3	levodopa	Asparagus officinalis
DRD3	levodopa	Avena sativa
DRD3	levodopa	Averrhoa carambola
DRD3	levodopa	Bertholletia excelsa
DRD3	levodopa	Beta vulgaris
DRD3	levodopa	Borago officinalis
DRD3	levodopa	Brassica juncea
DRD3	levodopa	Brassica napus
DRD3	levodopa	Brassica napus var. napus
DRD3	levodopa	Brassica oleracea
DRD3	levodopa	Brassica oleracea var. botrytis
DRD3	levodopa	Brassica oleracea var. gemmifera
DRD3	levodopa	Brassica oleracea var. gongylodes
DRD3	levodopa	Brassica rapa
DRD3	levodopa	Cajanus cajan
DRD3	levodopa	Camellia sinensis
DRD3	levodopa	Capparis spinosa
DRD3	levodopa	Carica papaya
DRD3	levodopa	Carthamus tinctorius
DRD3	levodopa	Carum carvi
DRD3	levodopa	Carya illinoinensis
DRD3	levodopa	Castanea
DRD3	levodopa	Chamaemelum nobile
DRD3	levodopa	Cicer arietinum
DRD3	levodopa	Cichorium endivia
DRD3	levodopa	Cichorium intybus
DRD3	levodopa	Cinnamomum aromaticum
DRD3	levodopa	Cinnamomum verum
DRD3	levodopa	Citrullus lanatus
DRD3	levodopa	Citrus aurantiifolia
DRD3	levodopa	Citrus limon
DRD3	levodopa	Citrus maxima
DRD3	levodopa	Citrus reticulata
DRD3	levodopa	Citrus sinensis
DRD3	levodopa	Coriandrum sativum
DRD3	levodopa	Corylus avellana
DRD3	levodopa	Crocus sativus
DRD3	levodopa	Cucumis melo
DRD3	levodopa	Cucurbita
DRD3	levodopa	Cuminum cyminum
DRD3	levodopa	Curcuma longa
DRD3	levodopa	Cydonia oblonga
DRD3	levodopa	Cymbopogon citratus
DRD3	levodopa	Cynara cardunculus var. scolymus
DRD3	levodopa	Daucus carota
DRD3	levodopa	Diospyros kaki
DRD3	levodopa	Elettaria cardamomum
DRD3	levodopa	Empetrum nigrum
DRD3	levodopa	Eriobotrya japonica
DRD3	levodopa	Eruca vesicaria subsp. sativa
DRD3	levodopa	Eugenia
DRD3	levodopa	Fagopyrum esculentum
DRD3	levodopa	Fagopyrum tataricum
DRD3	levodopa	Ficus carica
DRD3	levodopa	Foeniculum vulgare
DRD3	levodopa	Fragaria x ananassa
DRD3	levodopa	Gaylussacia baccata
DRD3	levodopa	Glycine max
DRD3	levodopa	Helianthus annuus
DRD3	levodopa	Hippophae rhamnoides
DRD3	levodopa	Hyssopus officinalis
DRD3	levodopa	Illicium verum
DRD3	levodopa	Ipomoea aquatica
DRD3	levodopa	Ipomoea batatas
DRD3	levodopa	Juglans nigra
DRD3	levodopa	Juglans regia
DRD3	levodopa	Lactuca sativa
DRD3	levodopa	Lathyrus sativus
DRD3	levodopa	Laurus nobilis
DRD3	levodopa	Lens culinaris
DRD3	levodopa	Lepidium sativum
DRD3	levodopa	Levisticum officinale
DRD3	levodopa	Linum usitatissimum
DRD3	levodopa	Lippia graveolens
DRD3	levodopa	Litchi chinensis
DRD3	levodopa	Malus pumila
DRD3	levodopa	Mangifera indica
DRD3	levodopa	Matricaria chamomilla var. recutita
DRD3	levodopa	Melissa officinalis
DRD3	levodopa	Mentha
DRD3	levodopa	Mentha aquatica
DRD3	levodopa	Mentha arvensis
DRD3	levodopa	Mentha spicata
DRD3	levodopa	Mentha x piperita
DRD3	levodopa	Mespilus germanica
DRD3	levodopa	Momordica charantia
DRD3	levodopa	Morus
DRD3	levodopa	Morus nigra
DRD3	levodopa	Myristica fragrans
DRD3	levodopa	Ocimum basilicum
DRD3	levodopa	Oenothera biennis
DRD3	levodopa	Olea europaea
DRD3	levodopa	Origanum majorana
DRD3	levodopa	Origanum onites
DRD3	levodopa	Origanum vulgare
DRD3	levodopa	Oryza sativa
DRD3	levodopa	Panicum miliaceum
DRD3	levodopa	Papaver
DRD3	levodopa	Passiflora edulis
DRD3	levodopa	Pastinaca sativa
DRD3	levodopa	Persea americana
DRD3	levodopa	Petroselinum crispum
DRD3	levodopa	Phaseolus coccineus
DRD3	levodopa	Phaseolus lunatus
DRD3	levodopa	Phoenix dactylifera
DRD3	levodopa	Aronia melanocarpa
DRD3	levodopa	Pimpinella anisum
DRD3	levodopa	Pinus
DRD3	levodopa	Piper nigrum
DRD3	levodopa	Pistacia vera
DRD3	levodopa	Pisum sativum
DRD3	levodopa	Prunus
DRD3	levodopa	Prunus armeniaca
DRD3	levodopa	Prunus avium
DRD3	levodopa	Prunus cerasus
DRD3	levodopa	Prunus domestica
DRD3	levodopa	Prunus dulcis
DRD3	levodopa	Prunus persica
DRD3	levodopa	Psidium guajava
DRD3	levodopa	Punica granatum
DRD3	levodopa	Pyrus communis
DRD3	levodopa	Raphanus sativus
DRD3	levodopa	Rheum rhabarbarum
DRD3	levodopa	Ribes nigrum
DRD3	levodopa	Ribes rubrum
DRD3	levodopa	Ribes uva-crispa
DRD3	levodopa	Salvia rosmarinus
DRD3	levodopa	Rubus
DRD3	levodopa	Rubus chamaemorus
DRD3	levodopa	Rubus idaeus
DRD3	levodopa	Rubus occidentalis
DRD3	levodopa	Rumex acetosa
DRD3	levodopa	Salvia officinalis
DRD3	levodopa	Sambucus nigra
DRD3	levodopa	Satureja hortensis
DRD3	levodopa	Satureja montana
DRD3	levodopa	Secale cereale
DRD3	levodopa	Sesamum indicum
DRD3	levodopa	Solanum lycopersicum
DRD3	levodopa	Solanum lycopersicum var. cerasiforme
DRD3	levodopa	Septoria lycopersici var. lycopersici
DRD3	levodopa	Solanum melongena
DRD3	levodopa	Sorbus aucuparia
DRD3	levodopa	Sorghum bicolor
DRD3	levodopa	Syzygium aromaticum
DRD3	levodopa	Tamarindus indica
DRD3	levodopa	Taraxacum officinale
DRD3	levodopa	Theobroma cacao
DRD3	levodopa	Thymus vulgaris
DRD3	levodopa	Tilia
DRD3	levodopa	Tilia cordata
DRD3	levodopa	Trigonella foenum-graecum
DRD3	levodopa	Triticum aestivum
DRD3	levodopa	Vaccinium
DRD3	levodopa	Vaccinium angustifolium
DRD3	levodopa	Vaccinium arboreum
DRD3	levodopa	Vaccinium corymbosum
DRD3	levodopa	Vaccinium macrocarpon
DRD3	levodopa	Vaccinium myrtillus
DRD3	levodopa	Vaccinium vitis-idaea
DRD3	levodopa	Vanilla
DRD3	levodopa	Verbena officinalis
DRD3	levodopa	Vigna angularis
DRD3	levodopa	Vigna mungo
DRD3	levodopa	Vigna radiata
DRD3	levodopa	Vigna umbellata
DRD3	levodopa	Vigna unguiculata
DRD3	levodopa	Vitis rotundifolia
DRD3	levodopa	Vitis vinifera
DRD3	levodopa	Zea mays
DRD3	levodopa	Zingiber officinale
DRD3	levodopa	Rubus arcticus
DRD3	levodopa	Musa acuminata
DRD3	levodopa	Myrica
DRD3	levodopa	Vaccinium elliottii
DRD3	levodopa	Vaccinium myrtilloides
DRD3	levodopa	Vaccinium uliginosum
DRD3	levodopa	Ribes aureum
DRD3	levodopa	Apium graveolens Rapaceum Group
DRD3	levodopa	Apium graveolens Dulce Group
DRD3	levodopa	Allium tuberosum
DRD3	levodopa	Vaccinium oxycoccos
DRD3	levodopa	Vaccinium stamineum
DRD3	levodopa	Panax ginseng
DRD3	levodopa	Vaccinium deliciosum
DRD3	levodopa	Vaccinium ovalifolium
DRD3	levodopa	Vaccinium ovatum
DRD3	levodopa	Vaccinium parvifolium
DRD3	levodopa	Dimocarpus longan
DRD3	levodopa	Macadamia tetraphylla
DRD3	levodopa	Vitis aestivalis
DRD3	levodopa	Vitis labrusca
DRD3	levodopa	Prunus persica var. nucipersica
DRD3	levodopa	Prunus persica var. persica
DRD3	levodopa	Capsicum baccatum var. baccatum
DRD3	levodopa	Capsicum chinense
DRD3	levodopa	Capsicum
DRD3	levodopa	Nephelium lappaceum
DRD3	levodopa	Oryza rufipogon
DRD3	levodopa	Zizania aquatica
DRD3	levodopa	Thymus pulegioides
DRD3	levodopa	Brassica oleracea var. costata
DRD3	levodopa	Juglans ailanthifolia
DRD3	levodopa	Allium fistulosum
DRD3	levodopa	Triticum turgidum subsp. durum
DRD3	levodopa	Allium ascalonicum
DRD3	levodopa	Eruca vesicaria
DRD3	levodopa	Blumeria graminis f. sp. triticale
DRD3	levodopa	Brassica oleracea var. viridis
DRD3	levodopa	Vaccinium angustifolium x Vaccinium corymbosum
DRD3	levodopa	Apium graveolens Secalinum Group
DRD3	levodopa	Brassica rapa var. perviridis
DRD3	levodopa	Brassica rapa subsp. chinensis
DRD3	levodopa	Brassica rapa subsp. pekinensis
DRD3	levodopa	Citrus x paradisi
DRD3	levodopa	Brassica oleracea var. alboglabra
DRD3	levodopa	Origanum x majoricum
DRD3	levodopa	Hea
DRD3	levodopa	Raphanus sativus var. niger
DRD3	levodopa	Raphanus sativus var. sativus
DRD3	levodopa	Salvia elegans
DRD3	levodopa	Ribes glandulosum
DRD3	levodopa	unidentified
DRD3	levodopa	Mycobacterium phage Seabiscuit
DRD3	levodopa	Haliotis
DRD3	levodopa	Crateva religiosa
DRD3	levodopa	Malpighia emarginata
DRD3	levodopa	Quercus
DRD3	levodopa	Eucheuma
DRD3	levodopa	Medicago sativa
DRD3	levodopa	Pimenta dioica
DRD3	levodopa	Amaranthus
DRD3	levodopa	Sagittaria latifolia
DRD3	levodopa	Maranta arundinacea
DRD3	levodopa	Pyrus pyrifolia
DRD3	levodopa	Clupea harengus
DRD3	levodopa	Phyllostachys edulis
DRD3	levodopa	Fagus
DRD3	levodopa	Artocarpus altilis
DRD3	levodopa	Brosimum alicastrum
DRD3	levodopa	Brassica rapa Broccoletto Group
DRD3	levodopa	Lota lota
DRD3	levodopa	Petasites japonicus
DRD3	levodopa	Peprilus triacanthus
DRD3	levodopa	Juglans cinerea
DRD3	levodopa	Cucurbita moschata
DRD3	levodopa	Lagenaria siceraria
DRD3	levodopa	Cynara cardunculus
DRD3	levodopa	Carissa macrocarpa
DRD3	levodopa	Ceratonia siliqua
DRD3	levodopa	Manihot esculenta
DRD3	levodopa	Sechium edule
DRD3	levodopa	Annona cherimola
DRD3	levodopa	Anthriscus cerefolium
DRD3	levodopa	Salvia hispanica
DRD3	levodopa	Castanea mollissima
DRD3	levodopa	Eleocharis dulcis
DRD3	levodopa	Glebionis coronaria
DRD3	levodopa	Cocos nucifera
DRD3	levodopa	Valerianella locusta
DRD3	levodopa	Gossypium
DRD3	levodopa	Vigna unguiculata subsp. cylindrica
DRD3	levodopa	Malus
DRD3	levodopa	Viburnum edule
DRD3	levodopa	Myoxocephalus
DRD3	levodopa	Rumex
DRD3	levodopa	Durio zibethinus
DRD3	levodopa	Sambucus
DRD3	levodopa	Perideridia oregana
DRD3	levodopa	Castanea sativa
DRD3	levodopa	Chamaenerion angustifolium
DRD3	levodopa	Ginkgo biloba
DRD3	levodopa	Vitis
DRD3	levodopa	Physalis
DRD3	levodopa	Corylus
DRD3	levodopa	Carya
DRD3	levodopa	Moringa oleifera
DRD3	levodopa	Lablab purpureus
DRD3	levodopa	Chondrus crispus
DRD3	levodopa	Artocarpus heterophyllus
DRD3	levodopa	Castanea crenata
DRD3	levodopa	Syzygium cumini
DRD3	levodopa	Helianthus tuberosus
DRD3	levodopa	Ziziphus sp.
DRD3	levodopa	Corchorus olitorius
DRD3	levodopa	Brassica napus var. pabularia
DRD3	levodopa	Laminaria
DRD3	levodopa	Citrus
DRD3	levodopa	Chenopodium album
DRD3	levodopa	Rubus loganobaccus
DRD3	levodopa	Nelumbo
DRD3	levodopa	Nelumbo nucifera
DRD3	levodopa	Lupinus albus
DRD3	levodopa	Basella alba
DRD3	levodopa	Mammea americana
DRD3	levodopa	Garcinia mangostana
DRD3	levodopa	Hedysarum alpinum
DRD3	levodopa	Vigna aconitifolia
DRD3	levodopa	Dioscorea pentaphylla
DRD3	levodopa	Sinapis alba
DRD3	levodopa	Tetragonia tetragonoides
DRD3	levodopa	Nopalea cochenillifera
DRD3	levodopa	Vaccinium reticulatum
DRD3	levodopa	Abelmoschus esculentus
DRD3	levodopa	Capsicum annuum var. annuum
DRD3	levodopa	Diospyros virginiana
DRD3	levodopa	Canarium ovatum
DRD3	levodopa	Pinus edulis
DRD3	levodopa	Eugenia uniflora
DRD3	levodopa	Opuntia macrorhiza
DRD3	levodopa	Phytolacca americana
DRD3	levodopa	Papaver somniferum
DRD3	levodopa	Pediomelum esculentum
DRD3	levodopa	Opuntia
DRD3	levodopa	Chenopodium quinoa
DRD3	levodopa	Syzygium jambos
DRD3	levodopa	Rosa
DRD3	levodopa	Hibiscus sabdariffa
DRD3	levodopa	Rubus spectabilis
DRD3	levodopa	Tragopogon porrifolius
DRD3	levodopa	Manilkara zapota
DRD3	levodopa	Pouteria sapota
DRD3	levodopa	Sesbania bispinosa
DRD3	levodopa	Sisymbrium
DRD3	levodopa	Annona muricata
DRD3	levodopa	Triticum spelta
DRD3	levodopa	Spirulina
DRD3	levodopa	Psidium cattleyanum
DRD3	levodopa	Annona squamosa
DRD3	levodopa	Colocasia esculenta
DRD3	levodopa	Eragrostis tef
DRD3	levodopa	Physalis philadelphica var. immaculata
DRD3	levodopa	Luffa aegyptiaca
DRD3	levodopa	Eutrema japonicum
DRD3	levodopa	Benincasa hispida
DRD3	levodopa	Zizania
DRD3	levodopa	Salix pulchra
DRD3	levodopa	Psophocarpus tetragonolobus
DRD3	levodopa	Dioscorea
DRD3	levodopa	Pachyrhizus erosus
DRD3	levodopa	Xanthosoma sagittifolium
DRD3	levodopa	Vigna unguiculata subsp. unguiculata
DRD3	levodopa	Macadamia
DRD3	levodopa	Koenigia alpina
DRD3	levodopa	Triticum turgidum subsp. turanicum
DRD3	levodopa	Vigna unguiculata subsp. sesquipedalis
DRD3	levodopa	Citrus latifolia
DRD3	levodopa	Acca sellowiana
DRD3	levodopa	Pangium edule
DRD3	levodopa	Auricularia auricula-judae
DRD3	levodopa	Agaricus bisporus
DRD3	levodopa	Lentinula edodes
DRD3	levodopa	Undaria pinnatifida
DRD3	levodopa	Flammulina velutipes
DRD3	levodopa	Dysphania ambrosioides
DRD3	levodopa	Pleurotus ostreatus
DRD3	levodopa	Auricularia polytricha
DRD3	levodopa	Grifola frondosa
DRD3	levodopa	Matteuccia struthiopteris
DRD3	levodopa	Rumex arcticus
DRD3	levodopa	Tinda
DRD3	levodopa	Triticum
DRD3	levodopa	Prunus virginiana
DRD3	levodopa	Agave
DRD3	levodopa	Typha angustifolia
DRD3	levodopa	Cantharellus cibarius
DRD3	levodopa	Cinnamomum
DRD3	levodopa	Elaeis
DRD3	levodopa	Metroxylon sagu
DRD3	levodopa	Diospyros
DRD3	levodopa	Scorzonera hispanica
DRD3	levodopa	Rhodophyta
DRD3	levodopa	Saccharina japonica
DRD3	levodopa	Cirsium
DRD3	levodopa	Juglans
DRD3	levodopa	Strombidae
DRD3	levodopa	Cucumis metulifer
DRD3	levodopa	Nu
DRD3	levodopa	Attalea speciosa
DRD3	levodopa	Theobroma grandiflorum
DRD3	levodopa	Vitellaria paradoxa
DRD3	levodopa	Camellia oleifera
DRD3	levodopa	Virola surinamensis
DRD3	levodopa	Byrsonima crassifolia
DRD3	levodopa	Solanum quitoense
DRD3	levodopa	Cyathea
DRD3	levodopa	Thelesperma
DRD3	levodopa	Nuphar lutea
DRD3	levodopa	Capsicum pubescens
DRD3	levodopa	Brassica oleracea var. capitata
DRD3	levodopa	Morella rubra
DRD3	levodopa	Brassica
DRD3	levodopa	Sida sp. dark green fruits
DRD3	levodopa	Amelanchier alnifolia
DRD3	levodopa	Prunus tomentosa
DRD3	levodopa	Eois sp. black tears
GSTA4	reduced glutathione	Gekko
GSTA4	reduced glutathione	Allium sativum
GSTA4	reduced glutathione	Allium cepa
GSTA4	reduced glutathione	Anethum graveolens
GSTA4	reduced glutathione	Arachis hypogaea
GSTA4	reduced glutathione	Portulaca oleracea
GSTA4	reduced glutathione	Solanum tuberosum
GSTA4	reduced glutathione	Spinacia oleracea
GSTA4	reduced glutathione	Vigna mungo
GSTA4	reduced glutathione	Vigna radiata
GSTA4	reduced glutathione	Zea mays
GSTA4	reduced glutathione	Nelumbo nucifera
GSTA4	reduced glutathione	Vicia faba
GSTA4	reduced glutathione	Phaseolus vulgaris
GSTA4	reduced glutathione	Allium sativum
GSTA4	reduced glutathione	Angelica keiskei
GSTA4	reduced glutathione	Brassica oleracea var. sabauda
GSTA4	reduced glutathione	Actinidia chinensis
GSTA4	reduced glutathione	Allium
GSTA4	reduced glutathione	Allium ampeloprasum
GSTA4	reduced glutathione	Allium schoenoprasum
GSTA4	reduced glutathione	Aloysia triphylla
GSTA4	reduced glutathione	Anacardium occidentale
GSTA4	reduced glutathione	Ananas comosus
GSTA4	reduced glutathione	Annona reticulata
GSTA4	reduced glutathione	Apium graveolens
GSTA4	reduced glutathione	Arctium lappa
GSTA4	reduced glutathione	Armoracia rusticana
GSTA4	reduced glutathione	Artemisia dracunculus
GSTA4	reduced glutathione	Artemisia vulgaris
GSTA4	reduced glutathione	Asparagus officinalis
GSTA4	reduced glutathione	Avena sativa
GSTA4	reduced glutathione	Averrhoa carambola
GSTA4	reduced glutathione	Bertholletia excelsa
GSTA4	reduced glutathione	Beta vulgaris
GSTA4	reduced glutathione	Borago officinalis
GSTA4	reduced glutathione	Brassica juncea
GSTA4	reduced glutathione	Brassica napus
GSTA4	reduced glutathione	Brassica napus var. napus
GSTA4	reduced glutathione	Brassica oleracea
GSTA4	reduced glutathione	Brassica oleracea var. botrytis
GSTA4	reduced glutathione	Brassica oleracea var. gemmifera
GSTA4	reduced glutathione	Brassica oleracea var. gongylodes
GSTA4	reduced glutathione	Brassica oleracea var. italica
GSTA4	reduced glutathione	Brassica rapa
GSTA4	reduced glutathione	Brassica rapa subsp. rapa
GSTA4	reduced glutathione	Cajanus cajan
GSTA4	reduced glutathione	Camellia sinensis
GSTA4	reduced glutathione	Capparis spinosa
GSTA4	reduced glutathione	Capsicum annuum
GSTA4	reduced glutathione	Carica papaya
GSTA4	reduced glutathione	Carthamus tinctorius
GSTA4	reduced glutathione	Carum carvi
GSTA4	reduced glutathione	Carya illinoinensis
GSTA4	reduced glutathione	Castanea
GSTA4	reduced glutathione	Chamaemelum nobile
GSTA4	reduced glutathione	Cicer arietinum
GSTA4	reduced glutathione	Cichorium endivia
GSTA4	reduced glutathione	Cichorium intybus
GSTA4	reduced glutathione	Cinnamomum aromaticum
GSTA4	reduced glutathione	Cinnamomum verum
GSTA4	reduced glutathione	Citrullus lanatus
GSTA4	reduced glutathione	Citrus aurantiifolia
GSTA4	reduced glutathione	Citrus limon
GSTA4	reduced glutathione	Citrus maxima
GSTA4	reduced glutathione	Citrus reticulata
GSTA4	reduced glutathione	Citrus sinensis
GSTA4	reduced glutathione	Coriandrum sativum
GSTA4	reduced glutathione	Corylus avellana
GSTA4	reduced glutathione	Crocus sativus
GSTA4	reduced glutathione	Cucumis melo
GSTA4	reduced glutathione	Cucumis sativus
GSTA4	reduced glutathione	Cucurbita
GSTA4	reduced glutathione	Cuminum cyminum
GSTA4	reduced glutathione	Curcuma longa
GSTA4	reduced glutathione	Cydonia oblonga
GSTA4	reduced glutathione	Cymbopogon citratus
GSTA4	reduced glutathione	Cynara cardunculus var. scolymus
GSTA4	reduced glutathione	Daucus carota
GSTA4	reduced glutathione	Diospyros kaki
GSTA4	reduced glutathione	Elettaria cardamomum
GSTA4	reduced glutathione	Empetrum nigrum
GSTA4	reduced glutathione	Eriobotrya japonica
GSTA4	reduced glutathione	Eruca vesicaria subsp. sativa
GSTA4	reduced glutathione	Eugenia
GSTA4	reduced glutathione	Fagopyrum esculentum
GSTA4	reduced glutathione	Fagopyrum tataricum
GSTA4	reduced glutathione	Ficus carica
GSTA4	reduced glutathione	Foeniculum vulgare
GSTA4	reduced glutathione	Fragaria x ananassa
GSTA4	reduced glutathione	Gaylussacia baccata
GSTA4	reduced glutathione	Glycine max
GSTA4	reduced glutathione	Helianthus annuus
GSTA4	reduced glutathione	Hippophae rhamnoides
GSTA4	reduced glutathione	Hordeum vulgare
GSTA4	reduced glutathione	Hyssopus officinalis
GSTA4	reduced glutathione	Illicium verum
GSTA4	reduced glutathione	Ipomoea aquatica
GSTA4	reduced glutathione	Ipomoea batatas
GSTA4	reduced glutathione	Juglans nigra
GSTA4	reduced glutathione	Juglans regia
GSTA4	reduced glutathione	Lactuca sativa
GSTA4	reduced glutathione	Lathyrus sativus
GSTA4	reduced glutathione	Laurus nobilis
GSTA4	reduced glutathione	Lens culinaris
GSTA4	reduced glutathione	Lepidium sativum
GSTA4	reduced glutathione	Levisticum officinale
GSTA4	reduced glutathione	Linum usitatissimum
GSTA4	reduced glutathione	Lippia graveolens
GSTA4	reduced glutathione	Litchi chinensis
GSTA4	reduced glutathione	Lupinus
GSTA4	reduced glutathione	Malus pumila
GSTA4	reduced glutathione	Mangifera indica
GSTA4	reduced glutathione	Matricaria chamomilla var. recutita
GSTA4	reduced glutathione	Melissa officinalis
GSTA4	reduced glutathione	Mentha
GSTA4	reduced glutathione	Mentha aquatica
GSTA4	reduced glutathione	Mentha arvensis
GSTA4	reduced glutathione	Mentha spicata
GSTA4	reduced glutathione	Mentha x piperita
GSTA4	reduced glutathione	Mespilus germanica
GSTA4	reduced glutathione	Momordica charantia
GSTA4	reduced glutathione	Morus
GSTA4	reduced glutathione	Morus nigra
GSTA4	reduced glutathione	Myristica fragrans
GSTA4	reduced glutathione	Ocimum basilicum
GSTA4	reduced glutathione	Oenothera biennis
GSTA4	reduced glutathione	Olea europaea
GSTA4	reduced glutathione	Origanum majorana
GSTA4	reduced glutathione	Origanum onites
GSTA4	reduced glutathione	Origanum vulgare
GSTA4	reduced glutathione	Oryza sativa
GSTA4	reduced glutathione	Panicum miliaceum
GSTA4	reduced glutathione	Papaver
GSTA4	reduced glutathione	Passiflora edulis
GSTA4	reduced glutathione	Pastinaca sativa
GSTA4	reduced glutathione	Persea americana
GSTA4	reduced glutathione	Petroselinum crispum
GSTA4	reduced glutathione	Phaseolus coccineus
GSTA4	reduced glutathione	Phaseolus lunatus
GSTA4	reduced glutathione	Phoenix dactylifera
GSTA4	reduced glutathione	Aronia melanocarpa
GSTA4	reduced glutathione	Pimpinella anisum
GSTA4	reduced glutathione	Pinus
GSTA4	reduced glutathione	Piper nigrum
GSTA4	reduced glutathione	Pistacia vera
GSTA4	reduced glutathione	Pisum sativum
GSTA4	reduced glutathione	Prunus
GSTA4	reduced glutathione	Prunus armeniaca
GSTA4	reduced glutathione	Prunus avium
GSTA4	reduced glutathione	Prunus cerasus
GSTA4	reduced glutathione	Prunus domestica
GSTA4	reduced glutathione	Prunus dulcis
GSTA4	reduced glutathione	Prunus persica
GSTA4	reduced glutathione	Psidium guajava
GSTA4	reduced glutathione	Punica granatum
GSTA4	reduced glutathione	Pyrus communis
GSTA4	reduced glutathione	Raphanus sativus
GSTA4	reduced glutathione	Rheum rhabarbarum
GSTA4	reduced glutathione	Ribes nigrum
GSTA4	reduced glutathione	Ribes rubrum
GSTA4	reduced glutathione	Ribes uva-crispa
GSTA4	reduced glutathione	Salvia rosmarinus
GSTA4	reduced glutathione	Rubus
GSTA4	reduced glutathione	Rubus chamaemorus
GSTA4	reduced glutathione	Rubus idaeus
GSTA4	reduced glutathione	Rubus occidentalis
GSTA4	reduced glutathione	Rumex acetosa
GSTA4	reduced glutathione	Salvia officinalis
GSTA4	reduced glutathione	Sambucus nigra
GSTA4	reduced glutathione	Satureja hortensis
GSTA4	reduced glutathione	Satureja montana
GSTA4	reduced glutathione	Secale cereale
GSTA4	reduced glutathione	Sesamum indicum
GSTA4	reduced glutathione	Solanum lycopersicum
GSTA4	reduced glutathione	Solanum lycopersicum var. cerasiforme
GSTA4	reduced glutathione	Septoria lycopersici var. lycopersici
GSTA4	reduced glutathione	Solanum melongena
GSTA4	reduced glutathione	Sorbus aucuparia
GSTA4	reduced glutathione	Sorghum bicolor
GSTA4	reduced glutathione	Syzygium aromaticum
